HomeID,VisID,Season,Week,HomeBCSSOS2,HomeRPI2,AwayBCSSOS2,AwayRPI2
242,68,2001,7,0.15972222222222224,-1.9427083333333333,0.15972222222222224,-1.9427083333333333
23,2348,2001,7,2.358024691358025,-5.314814814814814,2.358024691358025,-5.314814814814814
265,204,2001,7,0.9791666666666666,7.484375,0.9791666666666666,7.484375
2692,8,2001,7,0.0,0.0,0.0,0.0
264,30,2001,7,-4.407407407407407,1.5277777777777772,-4.407407407407407,1.5277777777777772
218,103,2001,7,3.0555555555555554,0.125,3.0555555555555554,0.125
277,259,2001,7,3.421875,2.62890625,3.421875,2.62890625
183,164,2001,7,0.9066666666666667,1.28,0.9066666666666667,1.28
258,120,2001,7,-4.171875,-2.19140625,-4.171875,-2.19140625
197,142,2001,7,-1.65625,-0.6796875,-1.65625,-0.6796875
2653,2390,2001,7,6.208333333333333,-3.46875,6.208333333333333,-3.46875
221,87,2001,7,8.074074074074074,6.055555555555556,8.074074074074074,6.055555555555556
99,57,2001,7,3.6049382716049383,6.037037037037037,3.6049382716049383,6.037037037037037
2309,189,2001,7,-1.40625,-4.4296875,-1.40625,-4.4296875
145,2032,2001,7,-3.1296296296296298,0.9861111111111113,-3.1296296296296298,0.9861111111111113
2393,70,2001,7,-1.7447916666666667,3.75390625,-1.7447916666666667,3.75390625
59,150,2001,7,1.8645833333333333,7.2734375,1.8645833333333333,7.2734375
2197,21,2001,7,0.0,0.0,0.0,0.0
213,130,2001,7,5.530864197530864,0.48148148148148145,5.530864197530864,0.48148148148148145
2751,167,2001,7,0.3072916666666667,-1.58203125,0.3072916666666667,-1.58203125
2116,5,2001,7,6.229166666666667,1.921875,6.229166666666667,1.921875
2638,333,2001,7,1.0069444444444444,1.8177083333333333,1.0069444444444444,1.8177083333333333
251,201,2001,7,1.152777777777778,8.739583333333334,1.152777777777778,8.739583333333334
2306,38,2001,7,5.231481481481482,9.506944444444445,5.231481481481482,9.506944444444445
254,58,2001,7,-0.5989583333333334,0.36328125,-0.5989583333333334,0.36328125
2567,62,2001,7,1.4814814814814812,-4.472222222222221,1.4814814814814812,-4.472222222222221
2572,235,2001,7,3.388888888888889,5.541666666666666,3.388888888888889,5.541666666666666
2633,61,2001,7,3.4814814814814814,6.111111111111112,3.4814814814814814,6.111111111111112
2483,12,2001,7,-1.4375,1.171875,-1.4375,1.171875
2459,276,2001,7,4.260416666666667,3.3203125,4.260416666666667,3.3203125
2655,2132,2001,7,-5.413333333333333,-7.359999999999999,-5.413333333333333,-7.359999999999999
2711,2006,2001,7,-2.8854166666666665,-1.2890625,-2.8854166666666665,-1.2890625
153,151,2001,7,0.8888888888888888,-0.33333333333333337,0.8888888888888888,-0.33333333333333337
2579,96,2001,7,0.9739583333333334,2.41796875,0.9739583333333334,2.41796875
202,166,2001,7,1.0925925925925926,2.1527777777777777,1.0925925925925926,2.1527777777777777
2440,2439,2001,7,0.212962962962963,-4.340277777777778,0.212962962962963,-4.340277777777778
344,2,2001,7,9.12962962962963,4.013888888888889,9.12962962962963,4.013888888888889
2641,2305,2001,7,7.046296296296297,5.701388888888889,7.046296296296297,5.701388888888889
2649,195,2001,7,0.6145833333333334,6.8359375,0.6145833333333334,6.8359375
