user,item,rating
153|152,SpreadSportsbet,-9.5
153|152,SpreadStation,-9.5
153|152,SpreadWag,-9.5
153|152,SpreadWestgate,-9
153|221,SpreadMirage,-7
153|221,SpreadPinnacle,-7.5
153|221,SpreadSBG,-7.5
153|221,SpreadSIA,-7
153|221,SpreadSportsbet,-7.5
153|221,SpreadStation,-7
153|221,SpreadWag,-7
153|221,SpreadWestgate,-7.5
153|256,SpreadMirage,-24.5
153|256,SpreadPinnacle,-24.5
153|256,SpreadSBG,-24.5
153|256,SpreadSIA,-24.5
153|256,SpreadSportsbet,-24.5
153|256,SpreadStation,-24.5
153|256,SpreadWag,-24.5
153|256,SpreadWestgate,-24.499999999999996
153|259,SpreadMirage,2.5
153|259,SpreadPinnacle,3
153|259,SpreadSBG,3
153|259,SpreadSIA,3
153|259,SpreadSportsbet,3
153|259,SpreadStation,2.5
153|259,SpreadWag,2.5
153|259,SpreadWestgate,3
153|2643,SpreadMirage,-23.5
153|2643,SpreadPinnacle,-23.5
153|2643,SpreadSBG,-23.5
153|2643,SpreadSIA,-23.5
153|2643,SpreadSportsbet,-23.5
153|2643,SpreadStation,-23.5
153|2643,SpreadWag,-23.5
153|2643,SpreadWestgate,-23.500000000000004
153|59,SpreadMirage,-11.5
153|59,SpreadPinnacle,-12.5
153|59,SpreadSBG,-12.5
153|59,SpreadSIA,-12.5
153|59,SpreadSportsbet,-12.5
153|59,SpreadStation,-12.5
153|59,SpreadWag,-10.5
153|59,SpreadWestgate,-12.5
153|61,SpreadMirage,-3.5
153|61,SpreadPinnacle,-4.5
153|61,SpreadSBG,-3.5
153|61,SpreadSIA,-3.5
153|61,SpreadSportsbet,-3.5
153|61,SpreadStation,-3.5
153|61,SpreadWag,-3.6545202523313756
153|61,SpreadWestgate,-3.5
154|103,SpreadMirage,-3
154|103,SpreadPinnacle,-3
154|103,SpreadSBG,-3
154|103,SpreadSIA,-3
154|103,SpreadSportsbet,-3
154|103,SpreadStation,-3
154|103,SpreadWag,-3
154|103,SpreadWestgate,-3
154|183,SpreadMirage,-5.5
154|183,SpreadPinnacle,-4.5
154|183,SpreadSBG,-4.5
154|183,SpreadSIA,-4.5
154|183,SpreadSportsbet,-4.5
154|183,SpreadStation,-4
154|183,SpreadWag,-4.5
154|183,SpreadWestgate,-4.5
154|228,SpreadMirage,23.601011753840634
154|228,SpreadPinnacle,23.5
154|228,SpreadSBG,23.5
154|228,SpreadSIA,24
154|228,SpreadSportsbet,23.5
154|228,SpreadStation,24
154|228,SpreadWag,23.5
154|228,SpreadWestgate,23.5
154|258,SpreadMirage,-2.5
154|258,SpreadPinnacle,-2
154|258,SpreadSBG,-2
154|258,SpreadSIA,-2
154|258,SpreadSportsbet,-2
154|258,SpreadStation,-2
154|258,SpreadWag,-2.5
154|258,SpreadWestgate,-2
154|2655,SpreadMirage,-14
154|2655,SpreadPinnacle,-14
154|2655,SpreadSBG,-14.5
154|2655,SpreadSIA,-14
154|2655,SpreadSportsbet,-14.5
154|2655,SpreadStation,-14
154|2655,SpreadWag,-15
154|2655,SpreadWestgate,-14.5
154|349,SpreadMirage,-7
154|349,SpreadPinnacle,-9.5
154|349,SpreadSBG,-7
154|349,SpreadSIA,-7
154|349,SpreadSportsbet,-7
154|349,SpreadStation,-7
154|349,SpreadWag,-7
154|349,SpreadWestgate,-7
154|48,SpreadMirage,-24
154|48,SpreadPinnacle,-24.000000000000004
154|48,SpreadSBG,-24
154|48,SpreadSIA,-24
154|48,SpreadSportsbet,-24
154|48,SpreadStation,-24
154|48,SpreadWag,-24
154|48,SpreadWestgate,-24.000000000000004
155|257,SpreadMirage,-3.1391885879524244
155|257,SpreadPinnacle,-3.1451376918088654
155|257,SpreadSBG,-3
155|257,SpreadSIA,-3.5
155|257,SpreadSportsbet,-3
155|257,SpreadStation,-3
155|257,SpreadWag,-3.1377792845254384
155|257,SpreadWestgate,-3.5
158|120,SpreadMirage,-13
158|120,SpreadPinnacle,-13.5
158|120,SpreadSBG,-13
158|120,SpreadSIA,-14
158|120,SpreadSportsbet,-13
158|120,SpreadStation,-14
158|120,SpreadWag,-13.5
158|120,SpreadWestgate,-13
158|135,SpreadMirage,-7
158|135,SpreadPinnacle,-7
158|135,SpreadSBG,-7
158|135,SpreadSIA,-7
158|135,SpreadSportsbet,-7
158|135,SpreadStation,-7
158|135,SpreadWag,-6.89592820610548
158|135,SpreadWestgate,-6.5
158|2483,SpreadMirage,-3
158|2483,SpreadPinnacle,-3
158|2483,SpreadSBG,-3
158|2483,SpreadSIA,-3
158|2483,SpreadSportsbet,-3
158|2483,SpreadStation,-3
158|2483,SpreadWag,-3
158|2483,SpreadWestgate,-3
158|2509,SpreadMirage,-24.29645611323687
158|2509,SpreadPinnacle,-24
158|2509,SpreadSBG,-24.5
158|2509,SpreadSIA,-24.5
158|2509,SpreadSportsbet,-24.5
158|2509,SpreadStation,-24.31330772638738
158|2509,SpreadWag,-24
158|2509,SpreadWestgate,-24.5
158|2751,SpreadMirage,-25.613456238913454
158|2751,SpreadPinnacle,-25.5
158|2751,SpreadSBG,-26
158|2751,SpreadSIA,-26
158|2751,SpreadSportsbet,-26
158|2751,SpreadStation,-25.706505797377815
158|2751,SpreadWag,-24.5
158|2751,SpreadWestgate,-25.5
158|278,SpreadMirage,-29
158|278,SpreadPinnacle,-29
158|278,SpreadSBG,-29
158|278,SpreadSIA,-28.999999999999996
158|278,SpreadSportsbet,-29
158|278,SpreadStation,-28.999999999999996
