Visiter,VisRushY,VisRushA,VisPassY,VisPassA,VisPassC,VisPnl,VisPnlY,VisFmb,VisInt,VisFrstD,VisThrdDA,VisThrdDC,VisFrthDA,VisFrthDC,VisTm,Home,HomeRushY,HomeRushA,HomePassY,HomePassA,HomePassC,HomePnl,HomePnlY,HomeFmb,HomeInt,HomeFrstD,HomeThrdDA,HomeThrdDC,HomeFrthDA,HomeFrthDC,HomeTm,Year,Month,Day,HomeID,VisID
FAU,47,34,167,37,18,6,45,0,1,13,20,4,3,1,1798,Miami (FL),279,39,191,31,17,9,90,0,2,21,11,4,0,0,1802,2016,9,10,2390,2226.0
Troy,141,33,245,45,26,11,95,0,3,21,15,2,3,2,2000,Clemson,122,32,292,53,27,7,71,1,2,24,20,8,1,0,1600,2016,9,10,228,2653.0
W Kentucky,23,22,216,38,19,1,15,0,2,12,16,6,1,0,1456,Alabama,124,39,351,42,25,12,84,1,0,23,18,9,2,2,2144,2016,9,10,333,98.0
Wofford,233,57,72,9,5,2,25,1,0,18,16,6,3,2,2126,Ole Miss,174,34,242,30,22,2,25,0,1,22,13,10,0,0,1474,2016,9,10,145,
New Mexico,221,45,115,23,12,5,55,1,1,23,10,3,3,2,1940,New Mexico St,102,35,205,35,21,7,75,0,0,22,17,9,1,1,1660,2016,9,10,166,167.0
Houston,180,57,326,36,24,4,45,1,2,28,21,11,1,1,2263,Cincinnati,30,25,277,39,22,2,15,0,3,12,12,3,1,0,1302,2016,9,15,2132,248.0
Georgia,101,38,308,55,29,3,42,0,1,25,21,9,1,1,2238,Missouri,95,37,376,38,23,7,50,2,3,18,16,6,2,1,1362,2016,9,17,142,61.0
Mid Tennessee,158,37,278,30,18,3,36,1,1,20,14,7,0,0,1785,Bowling Green,304,61,129,32,18,8,79,2,2,24,18,6,7,4,1815,2016,9,17,189,2393.0
N Colorado,93,34,318,33,23,8,71,0,1,24,15,8,2,1,1821,Colorado State,245,43,324,28,22,8,80,1,0,29,10,5,2,2,1779,2016,9,17,36,
Baylor,296,54,342,42,23,7,70,0,1,31,17,7,4,3,1827,Rice,234,42,31,27,9,3,21,1,0,14,18,6,0,0,1773,2016,9,17,242,239.0
UVA,140,30,241,43,23,8,73,0,1,21,17,5,2,1,1707,UConn,123,40,154,24,13,3,35,1,1,18,13,3,1,1,1893,2016,9,17,41,258.0
Boston College,44,28,80,29,9,12,93,1,1,6,17,4,0,0,1485,VT,223,50,253,27,16,7,55,0,1,25,14,7,1,1,2115,2016,9,17,259,103.0
Fresno State,51,27,203,26,13,12,138,0,0,7,13,0,0,0,1424,Toledo,318,55,301,28,16,6,45,0,0,27,15,8,0,0,2176,2016,9,17,2649,278.0
Miami (FL),164,31,385,28,22,9,73,0,1,18,12,6,1,0,1536,Appalachian St,126,48,115,22,10,8,58,0,1,17,13,2,2,1,2064,2016,9,17,2026,2390.0
OSU,291,48,152,20,14,11,75,0,0,22,14,6,2,2,2149,Oklahoma,177,36,226,32,17,4,28,0,2,19,13,5,3,0,1451,2016,9,17,201,194.0
ECU,119,33,400,58,44,8,75,2,2,34,14,5,2,2,2305,South Carolina,117,25,195,28,16,7,65,0,0,13,12,3,2,1,1295,2016,9,17,2579,151.0
FSU,171,43,113,24,8,8,84,1,1,20,13,2,0,0,1919,Louisville,314,46,216,20,13,5,56,0,1,24,10,5,0,0,1681,2016,9,17,97,52.0
Miss St,56,32,214,32,17,5,35,1,0,14,14,1,4,3,1636,LSU,177,39,215,32,19,7,56,1,0,22,16,7,1,0,1964,2016,9,17,99,344.0
Monmouth,67,31,132,35,19,5,58,0,1,15,15,2,6,3,1658,Kent State,235,46,108,20,15,6,55,1,0,17,16,8,2,1,1942,2016,9,17,2309,
Arkansas State,70,31,287,33,20,18,129,1,2,16,12,2,0,0,1737,Utah State,198,47,136,25,11,5,39,0,1,18,16,6,0,0,1820,2016,9,17,328,2032.0
USF,239,35,215,29,14,4,50,0,0,20,13,4,1,1,1332,Syracuse,199,55,350,50,32,10,69,1,2,30,24,12,5,2,2268,2016,9,17,183,58.0
W Michigan,287,54,150,13,9,5,36,0,0,20,11,2,1,0,2100,Illinois,3,15,312,42,29,7,48,1,1,15,11,1,1,0,1500,2016,9,17,356,2711.0
Georgia State,33,24,269,30,20,5,45,0,0,12,13,4,2,1,1352,Wisconsin,187,49,213,30,18,0,0,1,1,25,16,8,1,1,2248,2016,9,17,275,2247.0
UC Davis,74,26,181,33,19,3,12,1,1,13,15,6,1,1,1659,Wyoming,274,48,198,15,11,5,49,1,0,22,12,6,0,0,1941,2016,9,17,2751,
Colorado,64,33,261,34,18,7,46,0,0,15,13,1,1,0,1705,Michigan,168,41,229,30,16,5,41,1,0,20,16,5,0,0,1895,2016,9,17,130,38.0
Navy,287,55,59,12,5,3,30,2,0,21,14,9,0,0,1866,Tulane,240,47,21,12,3,9,71,0,0,14,12,2,4,3,1734,2016,9,17,2655,2426.0
Idaho State,136,23,227,48,28,6,43,1,4,17,15,5,2,0,1790,Oregon State,246,41,172,30,15,9,95,0,1,17,16,4,1,0,1804,2016,9,17,204,304.0
LA Tech,261,36,311,32,20,8,89,0,0,27,10,4,2,1,1674,Texas Tech,196,43,470,36,26,11,95,0,0,35,10,8,0,0,1926,2016,9,17,2641,2348.0
Troy,186,49,123,28,10,10,70,0,1,19,19,4,2,2,2154,Southern Miss,158,29,263,52,24,15,135,1,2,20,18,4,4,2,1446,2016,9,17,2572,2653.0
Temple,38,28,286,34,25,13,118,0,1,13,13,3,3,2,1887,Penn State,116,37,287,24,18,7,62,2,1,21,9,2,2,2,1713,2016,9,17,213,218.0
Texas State,22,26,83,26,11,5,45,0,1,8,14,3,1,1,1231,Arkansas,226,44,241,22,16,7,40,1,0,26,9,4,1,1,2069,2016,9,17,8,326.0
UL Monroe,67,29,283,33,17,5,70,1,1,15,12,3,0,0,1345,Ga Southern,345,71,71,17,5,14,130,1,0,27,21,9,0,0,2255,2016,9,17,290,2433.0
Army,426,74,174,8,7,2,10,0,0,32,12,10,1,1,2500,UTEP,103,18,166,24,12,7,56,1,1,10,9,3,1,0,1100,2016,9,17,2638,349.0
Arizona State,205,48,264,31,15,3,30,2,1,25,15,7,0,0,1807,UTSA,93,30,229,37,19,5,21,0,0,16,17,6,2,1,1793,2016,9,17,2636,9.0
North Dakota St,239,49,124,19,11,1,15,0,1,21,13,4,2,2,2200,Iowa,34,25,197,24,13,3,16,0,1,12,13,5,1,1,1400,2016,9,17,2294,2449.0
E Michigan,72,30,285,31,24,7,90,0,1,17,13,7,0,0,1894,Charlotte,157,39,189,44,23,7,81,1,2,23,20,8,4,3,1706,2016,9,17,2429,2199.0
North Carolina A&T,125,39,243,36,17,11,91,0,2,15,19,5,0,0,1972,Tulsa,135,39,358,39,25,6,60,1,1,28,13,5,0,0,1628,2016,9,17,202,
Old Dominion,117,32,204,27,17,7,50,0,0,15,17,7,2,2,1769,North Carolina St,158,39,312,32,27,2,24,1,0,28,11,7,2,2,1831,2016,9,17,152,295.0
Ohio,88,30,230,46,23,5,30,0,0,17,20,6,2,1,1824,Tennessee,201,42,203,27,19,9,94,0,1,23,14,7,0,0,1776,2016,9,17,2633,195.0
South Alabama,74,37,264,29,21,3,20,1,0,20,12,4,1,0,2072,LA-Lafayette,256,36,256,26,18,4,30,0,2,20,12,5,1,0,1528,2016,9,17,309,6.0
New Mexico,293,56,169,24,13,7,65,1,1,21,15,3,3,2,2297,Rutgers,177,32,173,30,12,5,37,1,0,14,17,6,0,0,1303,2016,9,17,164,167.0
San Diego State,278,45,126,19,11,11,107,0,1,21,14,5,1,1,1930,N Illinois,155,39,221,36,18,8,103,0,2,20,15,3,5,3,1670,2016,9,17,2459,21.0
New Mexico St,223,45,277,34,17,5,33,0,2,26,15,7,0,0,1548,Kentucky,381,51,311,24,18,11,87,2,1,28,10,5,0,0,2052,2016,9,17,96,166.0
Alabama,334,48,158,31,19,9,75,1,0,22,15,7,0,0,2123,Ole Miss,106,32,421,41,26,6,65,1,1,23,15,5,0,0,1477,2016,9,17,145,333.0
UNLV,182,38,131,41,15,9,94,0,2,15,20,5,4,2,1686,Cent Michigan,147,34,352,35,20,4,40,1,0,23,14,6,0,0,1914,2016,9,17,2117,2439.0
Maryland,246,50,127,23,10,6,47,0,0,20,15,4,1,0,1849,UCF,198,54,260,37,21,7,56,3,1,24,17,5,5,3,1751,2016,9,17,2116,120.0
Oregon,336,47,146,23,14,12,124,0,0,20,14,5,3,2,1495,Nebraska,228,47,200,35,17,7,55,1,0,26,13,5,3,2,2105,2016,9,17,158,2483.0
North Texas,-13,28,66,22,6,7,70,0,1,8,13,2,2,0,1427,Florida,255,43,216,29,16,11,97,0,1,26,13,6,2,0,2173,2016,9,17,57,249.0
Texas A&M,231,37,247,40,20,9,70,0,0,19,15,2,1,1,1736,Auburn,236,54,163,35,22,6,28,1,0,26,17,6,2,0,1864,2016,9,17,2,245.0
Delaware,56,22,38,20,6,1,5,0,0,8,9,2,0,0,1204,Wake Forest,302,59,179,28,15,6,60,1,1,29,17,10,2,2,2396,2016,9,17,154,
Michigan State,260,52,241,26,19,3,45,0,1,22,18,9,1,1,2277,Notre Dame,57,25,344,37,20,4,51,2,1,19,11,4,1,1,1323,2016,9,17,87,127.0
W Kentucky,136,35,268,31,19,9,126,2,1,19,11,1,1,0,1455,Miami (OH),85,38,339,41,20,11,87,1,0,23,17,5,2,1,2145,2016,9,17,193,98.0
Pitt,290,54,237,30,14,8,73,0,1,21,18,4,2,2,2270,Oklahoma State,100,32,540,46,26,8,55,2,0,25,15,6,0,0,1330,2016,9,17,197,221.0
Liberty,97,36,183,36,18,7,88,0,4,16,16,8,1,0,1794,SMU,286,47,209,32,19,5,60,0,2,25,18,6,1,0,1806,2016,9,17,2567,
S Carolina St,48,32,54,23,8,5,19,1,1,9,13,3,1,0,1514,Clemson,227,43,328,35,27,7,59,0,0,27,14,8,3,2,1726,2016,9,17,228,
Idaho,78,31,179,37,20,6,80,2,0,15,17,4,2,1,1840,Washington St,228,35,281,44,27,11,108,0,1,26,17,9,3,3,1760,2016,9,17,265,70.0
FIU,137,34,178,34,20,10,95,2,0,19,12,2,2,1,1708,UMass,116,36,278,42,28,9,72,0,1,21,16,7,3,1,1892,2016,9,17,113,2229.0
Vanderbilt,85,30,190,31,20,5,45,0,1,17,13,4,1,0,1828,Georgia Tech,289,46,222,17,8,4,55,0,1,21,15,8,1,0,1772,2016,9,17,59,238.0
E Kentucky,3,27,286,36,20,13,128,0,2,13,16,5,1,0,1261,Ball State,193,54,238,39,28,4,35,1,0,28,19,10,2,1,2339,2016,9,17,2050,
Kansas,121,31,193,40,26,8,41,4,2,14,16,5,2,0,1884,Memphis,205,47,189,25,15,8,89,0,0,19,14,3,1,0,1716,2016,9,17,235,2305.0
Iowa State,138,47,217,36,19,7,44,0,0,18,22,8,4,2,1972,TCU,229,37,252,35,22,5,50,0,0,22,15,5,2,2,1628,2016,9,17,2628,66.0
JMU,209,50,286,36,22,7,55,0,0,28,16,7,3,2,2083,UNC,173,32,462,33,29,10,110,1,0,30,8,7,0,0,1517,2016,9,17,153,
Akron,145,30,379,32,21,13,136,1,0,24,11,5,0,0,1395,Marshall,114,38,446,59,33,17,180,1,3,31,17,6,3,3,2205,2016,9,17,276,2006.0
FAU,82,37,129,28,15,10,93,2,2,14,13,1,2,1,1470,Kansas State,336,54,159,18,13,12,105,1,0,24,13,7,0,0,2130,2016,9,17,2306,2226.0
UCLA,50,34,307,40,26,5,49,0,1,18,17,6,0,0,1922,BYU,23,25,250,49,26,2,15,0,1,19,18,7,1,0,1678,2016,9,18,252,26.0
Buffalo,231,35,130,23,7,4,24,0,0,17,14,6,1,0,1231,Nevada,352,64,169,25,17,5,35,0,0,32,15,10,0,0,2369,2016,9,18,2440,2084.0
Utah,201,37,255,30,21,7,69,1,1,19,11,3,0,0,1775,San Jose State,56,32,249,39,21,2,10,1,2,19,14,5,1,0,2455,2016,9,18,23,254.0
Texas,307,51,261,39,23,7,50,0,2,34,15,7,0,0,1907,Cal,111,40,396,40,27,6,71,0,0,24,15,7,2,1,1693,2016,9,18,25,251.0
Portland State,34,42,148,17,11,1,15,3,1,13,13,3,2,2,2022,Washington,213,35,194,22,14,5,65,1,0,20,8,4,1,1,1578,2016,9,18,264,
USC,117,26,236,35,23,8,56,0,1,17,12,4,1,0,1546,Stanford,295,47,109,15,9,3,35,0,1,17,14,6,1,1,2054,2016,9,18,24,30.0
Duke,117,34,279,49,27,7,62,1,1,23,17,5,3,1,1627,Northwestern,86,44,320,39,18,5,37,0,2,22,19,8,0,0,1973,2016,9,18,77,150.0
Hawaii,168,38,261,43,21,12,95,1,1,25,16,8,2,1,1896,Arizona,347,49,235,21,16,11,105,0,0,28,11,4,0,0,1704,2016,9,18,12,62.0
Clemson,138,34,304,48,32,10,80,0,1,24,18,10,0,0,1896,Georgia Tech,95,38,29,14,4,2,15,0,1,11,12,2,1,0,1704,2016,9,22,59,228.0
Wyoming,79,38,234,29,19,3,35,2,1,19,13,3,1,1,1684,E Michigan,239,47,261,34,17,5,55,0,4,24,16,6,1,0,1916,2016,9,23,2199,2751.0
Cent Michigan,93,34,402,45,25,4,50,0,1,22,19,9,1,1,2099,UVA,148,26,421,43,27,4,45,0,1,25,11,5,0,0,1501,2016,9,24,258,2117.0
Colorado State,158,48,211,31,16,3,25,1,1,24,15,5,3,2,1737,Minnesota,243,45,174,20,16,9,68,0,1,21,13,7,1,1,1863,2016,9,24,135,36.0
FSU,478,63,169,19,11,4,50,1,0,30,12,6,0,0,2419,USF,290,41,160,14,5,8,68,0,2,17,11,4,1,1,1181,2016,9,24,58,52.0
Penn State,70,28,121,27,16,2,13,1,1,12,12,2,3,2,1451,Michigan,326,49,189,35,21,7,80,0,0,25,16,11,4,2,2149,2016,9,24,130,213.0
Vanderbilt,110,42,279,29,18,5,51,0,1,19,16,8,0,0,1943,W Kentucky,205,33,291,40,24,11,88,2,1,27,12,3,3,2,1657,2016,9,24,98,238.0
Wisconsin,122,41,195,26,16,7,67,1,1,15,16,7,2,2,1968,Michigan State,75,27,250,43,20,5,35,1,3,21,13,4,2,0,1632,2016,9,24,127,275.0
Nevada,68,33,185,33,23,1,10,0,0,18,15,9,0,0,1689,Purdue,166,44,300,31,21,4,50,3,1,25,15,11,3,2,1911,2016,9,24,2509,2440.0
Iowa,193,38,162,23,12,7,57,0,0,19,11,3,1,0,1759,Rutgers,193,53,190,24,13,4,50,1,0,21,16,6,3,1,1841,2016,9,24,164,2294.0
Cent Arkansas,112,46,270,37,18,5,31,0,0,23,21,9,1,1,2092,Arkansas State,45,34,424,38,21,8,63,2,2,20,13,4,1,1,1508,2016,9,24,2032,
Wagner,45,22,62,25,13,1,5,0,0,7,13,2,0,0,1368,Boston College,300,56,190,20,12,7,85,0,0,23,15,7,3,2,2232,2016,9,24,103,
Houston,243,50,320,32,25,0,0,0,0,30,14,7,3,3,2160,Texas State,33,23,109,33,20,8,87,0,1,8,15,2,0,0,1440,2016,9,24,326,248.0
Charlotte,231,42,198,42,17,5,40,1,0,25,18,8,1,0,1800,Temple,210,34,297,32,17,5,31,0,0,26,12,5,1,1,1800,2016,9,24,218,2429.0
Miss St,293,46,305,39,26,9,90,1,0,31,15,6,2,2,1943,UMass,138,28,273,41,24,7,35,0,3,22,13,4,4,3,1657,2016,9,24,113,344.0
Ball State,226,41,262,39,24,1,5,0,1,28,13,5,1,0,1844,FAU,121,36,324,37,25,2,20,1,1,20,16,5,3,1,1756,2016,9,24,2226,2050.0
Nebraska,310,47,246,29,18,4,60,2,0,26,14,7,1,1,2123,Northwestern,137,32,251,38,25,4,36,0,2,23,14,5,2,0,1477,2016,9,24,77,158.0
Ga Southern,202,50,168,16,9,5,39,2,2,20,12,7,1,1,1874,W Michigan,137,37,270,27,18,7,68,0,0,21,13,6,2,2,1726,2016,9,24,2711,290.0
USC,213,33,253,26,18,7,49,3,0,22,10,6,0,0,1341,Utah,186,47,270,34,21,5,43,1,0,30,13,5,4,4,2259,2016,9,24,254,30.0
Syracuse,62,26,407,40,26,4,25,0,0,19,15,8,0,0,1291,UConn,144,45,281,46,28,1,5,0,1,23,21,8,6,4,2309,2016,9,24,41,183.0
Oklahoma State,213,55,279,46,27,4,32,3,1,30,21,12,4,2,2487,Baylor,136,37,387,28,18,7,70,1,1,20,12,6,2,0,1113,2016,9,24,239,197.0
Nicholls,161,43,69,19,10,5,46,2,0,12,13,3,0,0,1664,South Alabama,208,42,302,50,24,6,70,0,4,25,20,8,3,2,1936,2016,9,24,6,
New Mexico St,94,33,445,54,29,5,45,0,5,25,18,5,4,3,1626,Troy,207,41,285,37,27,2,26,0,0,27,15,8,1,1,1974,2016,9,24,2653,166.0
Miami (OH),65,30,248,24,13,12,107,1,1,14,11,2,0,0,1411,Cincinnati,185,49,276,38,25,5,60,1,2,28,16,8,2,1,2189,2016,9,24,2132,193.0
Appalachian St,307,49,280,31,22,7,83,1,0,30,13,7,3,1,2033,Akron,133,26,353,43,31,9,72,0,2,30,9,3,2,1,1567,2016,9,24,2006,2026.0
Kent State,82,30,84,16,7,0,0,1,0,5,13,1,2,1,1587,Alabama,285,46,217,34,22,2,20,0,0,26,14,6,3,2,2013,2016,9,24,333,2309.0
Army,396,67,48,10,4,8,83,1,1,21,17,6,6,4,2184,Buffalo,87,33,178,31,20,5,35,0,1,13,15,7,3,2,1416,2016,9,24,2084,349.0
North Texas,215,42,224,29,17,10,70,1,0,19,14,5,1,0,1405,Rice,255,60,236,40,24,8,65,2,1,29,21,9,3,2,2195,2016,9,24,242,249.0
Wake Forest,180,50,172,29,16,5,40,0,0,21,20,8,1,1,2033,Indiana,115,32,496,47,28,9,84,0,5,25,14,5,2,0,1567,2016,9,24,84,154.0
Delaware State,44,26,96,28,12,6,45,2,2,8,13,1,0,0,1501,Missouri,268,39,430,39,29,6,60,0,0,33,8,6,0,0,1499,2016,9,24,142,
ECU,81,35,362,34,17,5,43,1,0,16,14,3,3,0,1797,VT,167,45,295,23,15,4,28,0,0,18,14,5,2,0,1803,2016,9,24,259,151.0
Pitt,281,55,140,18,14,4,40,1,0,21,17,10,1,1,2469,UNC,18,22,453,46,35,5,41,1,0,22,12,4,4,4,1131,2016,9,24,153,221.0
UTSA,131,39,211,30,15,8,69,1,1,21,14,5,1,0,1623,Old Dominion,238,45,207,35,21,3,30,0,0,27,15,6,2,0,1977,2016,9,24,295,2636.0
San Jose State,177,47,155,27,13,4,30,0,4,24,16,8,1,1,2068,Iowa State,187,32,316,29,22,3,25,1,0,23,11,7,1,1,1532,2016,9,24,66,23.0
UCF,276,56,225,20,12,8,60,0,0,26,16,9,0,0,1975,FIU,80,34,109,24,11,5,55,0,1,11,14,4,1,0,1625,2016,9,24,2229,2116.0
Georgia,230,44,166,37,17,8,52,1,1,21,16,4,3,2,2148,Ole Miss,180,31,330,30,21,4,25,0,1,23,9,2,0,0,1452,2016,9,24,145,61.0
South Carolina,91,35,177,30,15,5,45,0,0,16,14,3,1,0,1640,Kentucky,216,50,135,19,11,4,30,1,1,23,13,4,1,1,1960,2016,9,24,96,2579.0
W Illinois,131,36,315,37,21,8,98,0,0,20,13,3,1,1,2014,N Illinois,301,40,251,38,25,10,87,0,1,25,14,3,4,1,1586,2016,9,24,2459,
Missouri State,30,17,24,12,3,0,0,1,1,4,9,3,1,0,845,Kansas State,165,22,105,13,10,2,24,0,0,13,4,1,1,1,955,2016,9,24,2306,
Duke,208,42,290,32,24,1,5,0,1,24,14,6,2,0,1835,Notre Dame,153,37,381,37,22,2,20,2,1,24,12,5,1,0,1765,2016,9,24,87,150.0
Gardner-Webb,190,39,156,20,13,3,30,1,0,16,14,6,2,1,1540,Ohio,207,45,310,38,25,4,35,0,1,31,14,7,4,4,2060,2016,9,24,195,
LA Tech,118,37,504,59,36,3,28,1,0,35,19,10,2,1,2012,Mid Tennessee,197,33,356,46,27,4,35,0,0,25,15,8,1,0,1588,2016,9,24,2393,2348.0
Colorado,260,52,333,32,23,5,47,0,2,30,12,6,1,0,2006,Oregon,215,45,293,33,22,8,75,0,1,24,15,6,2,2,1594,2016,9,24,2483,38.0
Tulsa,334,67,273,32,22,8,61,1,1,34,19,7,2,2,1627,Fresno State,177,44,276,45,21,5,40,1,1,20,21,8,3,2,1973,2016,9,24,278,202.0
TCU,137,31,452,47,32,8,65,0,1,25,16,5,1,1,1897,SMU,76,34,244,35,19,6,31,0,2,15,18,8,0,0,1703,2016,9,24,2567,2628.0
BYU,280,40,241,36,23,8,51,1,3,27,15,10,0,0,1844,West Virginia,149,35,332,40,31,4,38,1,1,26,12,6,2,1,1756,2016,9,24,277,252.0
Florida,106,31,296,39,23,9,75,1,1,17,16,6,2,1,1754,Tennessee,179,46,319,33,16,5,40,0,2,22,17,7,3,1,1846,2016,9,24,2633,57.0
Boise State,274,42,238,37,20,6,55,2,0,27,15,8,0,0,1681,Oregon State,96,35,191,34,22,7,50,1,0,17,17,6,1,0,1919,2016,9,24,204,68.0
LSU,220,32,118,27,15,5,50,1,0,14,13,4,0,0,1669,Auburn,154,49,234,26,19,4,28,1,0,18,19,8,1,0,1931,2016,9,24,2,99.0
Cal,159,37,478,56,32,8,60,1,2,29,20,10,2,2,1761,Arizona State,164,50,290,30,21,5,44,0,1,23,17,7,1,1,1839,2016,9,25,9,25.0
Air Force,213,52,113,13,5,8,66,0,0,17,15,6,1,0,1829,Utah State,42,32,372,48,30,7,46,1,1,22,20,10,4,1,1771,2016,9,25,328,2005.0
LA-Lafayette,137,63,240,38,19,5,30,2,2,20,28,8,3,3,1870,Tulane,130,48,181,26,13,6,40,0,1,14,16,0,1,0,1730,2016,9,25,2655,309.0
Idaho,129,36,249,35,17,5,40,1,0,21,13,5,1,1,1607,UNLV,364,49,175,26,14,6,58,0,2,26,13,4,1,0,1993,2016,9,25,2439,70.0
Southern Miss,202,39,176,27,16,4,30,2,0,18,16,7,2,1,1948,UTEP,145,26,113,28,14,6,57,1,2,10,11,1,3,0,1652,2016,9,25,2638,2572.0
Stanford,207,37,143,28,14,6,35,1,1,20,13,6,0,0,1955,UCLA,77,33,248,27,18,5,45,1,0,16,15,7,1,0,1645,2016,9,25,26,24.0
Louisville,273,41,417,44,24,12,143,2,1,32,14,7,2,2,1854,Marshall,148,43,59,21,9,9,95,1,1,16,15,2,1,1,1746,2016,9,25,276,97.0
Bowling Green,91,28,203,48,24,4,59,0,4,14,16,2,5,1,1693,Memphis,240,45,395,32,23,9,85,0,0,25,14,7,1,1,1907,2016,9,25,235,189.0
Arkansas,120,40,371,42,28,7,62,3,0,27,16,9,3,1,2385,Texas A&M,366,37,225,22,12,7,55,2,0,22,12,8,0,0,1215,2016,9,25,245,8.0
Washington,352,51,160,21,14,8,63,0,1,24,12,5,1,0,2098,Arizona,308,43,167,31,19,2,30,2,1,23,14,6,4,2,1502,2016,9,25,12,264.0
UConn,62,27,273,36,16,4,38,0,0,14,15,3,0,0,1590,Houston,114,30,426,49,40,2,20,0,0,27,16,8,0,0,2010,2016,9,30,248,41.0
Kansas,46,28,250,48,25,7,55,1,1,17,18,6,0,0,1632,Texas Tech,73,24,548,55,42,12,70,1,1,34,10,4,2,0,1968,2016,9,30,2641,2305.0
Wisconsin,71,28,88,25,9,3,30,0,3,8,15,4,1,0,1459,Michigan,130,44,219,32,20,6,45,0,1,21,15,3,0,0,2141,2016,10,1,130,275.0
Alcorn State,155,38,158,19,13,3,15,2,2,15,11,4,0,0,1915,Arkansas,353,38,206,18,13,4,45,1,0,25,7,2,2,0,1685,2016,10,1,8,
Tulane,280,64,168,21,11,6,50,1,0,27,17,5,5,3,2430,UMass,131,24,181,30,16,7,65,1,1,16,12,4,1,0,1170,2016,10,1,113,2655.0
SMU,89,32,199,44,22,8,63,2,2,16,20,5,5,3,1791,Temple,244,45,124,18,7,3,25,1,2,17,12,4,0,0,1809,2016,10,1,218,2567.0
Mid Tennessee,182,32,295,45,24,9,79,0,1,24,19,11,0,0,1920,North Texas,5,22,303,54,33,9,90,0,0,16,18,6,2,1,1680,2016,10,1,249,2393.0
Navy,57,38,260,31,17,3,15,1,2,18,15,5,5,3,1680,Air Force,173,53,257,15,8,5,70,0,1,18,16,8,0,0,1920,2016,10,1,2005,2426.0
Northwestern,198,42,164,30,18,1,5,1,0,20,16,6,2,2,1701,Iowa,79,41,204,27,19,6,70,0,1,15,16,6,0,0,1899,2016,10,1,2294,77.0
Incarnate Word,191,29,228,37,20,7,51,0,1,17,13,3,1,0,1638,Texas State,130,50,540,42,32,7,40,0,0,34,18,10,2,1,1962,2016,10,1,326,
Tennessee,127,38,230,26,16,2,25,2,1,18,15,9,0,0,1433,Georgia,181,46,211,28,17,8,44,1,1,24,14,5,2,1,2167,2016,10,1,61,2633.0
Memphis,119,31,355,47,31,7,52,1,3,27,13,5,1,1,1667,Ole Miss,263,44,361,44,30,6,65,0,1,34,11,3,2,2,1933,2016,10,1,145,235.0
UVA,80,36,336,41,23,7,59,0,1,16,21,11,2,0,1863,Duke,106,31,324,54,33,2,25,1,5,25,15,6,3,1,1737,2016,10,1,150,258.0
Toledo,187,41,505,38,30,8,81,0,2,33,10,3,1,1,1877,BYU,338,45,248,21,11,7,82,0,0,26,9,3,0,0,1723,2016,10,1,252,2649.0
Florida,92,35,144,28,19,4,45,1,0,15,15,6,0,0,1625,Vanderbilt,147,37,118,32,12,6,47,1,2,21,15,5,1,0,1975,2016,10,1,238,57.0
FAU,236,36,92,21,9,4,35,1,0,17,11,3,1,0,1438,FIU,270,49,199,30,15,1,5,0,2,25,20,12,1,1,2162,2016,10,1,2229,2226.0
Oklahoma,260,48,274,30,23,5,54,2,0,23,15,8,0,0,2082,TCU,65,29,449,45,26,9,64,0,1,19,17,8,2,0,1518,2016,10,1,2628,201.0
Texas A&M,216,39,206,40,23,5,40,1,1,22,19,9,2,1,1693,South Carolina,161,35,217,35,22,3,20,1,1,21,14,3,2,1,1907,2016,10,1,2579,245.0
Kansas State,120,42,166,30,10,6,25,0,1,17,18,8,0,0,2022,West Virginia,124,35,298,41,24,6,60,1,1,21,14,4,3,2,1578,2016,10,1,277,2306.0
San Jose State,129,26,314,30,16,2,25,0,1,20,9,2,0,0,1373,New Mexico,446,64,45,8,4,8,70,0,1,22,14,5,1,1,2227,2016,10,1,167,23.0
Oregon State,126,34,100,32,13,5,31,0,2,14,16,5,0,0,1652,Colorado,247,54,316,30,21,5,55,0,0,26,17,9,1,1,1948,2016,10,1,38,204.0
Marshall,104,30,240,32,20,5,67,0,1,18,15,7,2,1,1626,Pitt,252,41,280,24,17,3,34,0,0,28,12,7,3,1,1974,2016,10,1,221,276.0
USF,226,48,228,33,22,2,21,0,0,25,18,8,3,3,1959,Cincinnati,130,35,263,41,23,4,40,1,3,21,16,6,0,0,1641,2016,10,1,2132,58.0
Troy,157,33,373,42,31,7,58,1,2,27,13,7,3,2,1779,Idaho,89,36,166,34,19,4,40,0,2,19,13,2,5,3,1821,2016,10,1,70,2653.0
Missouri,77,22,188,38,18,5,50,0,1,14,14,4,2,1,1047,LSU,418,52,216,30,19,5,35,0,0,30,11,6,1,0,2553,2016,10,1,99,142.0
UL Monroe,112,32,139,33,19,2,30,1,1,16,15,6,2,1,1605,Auburn,410,66,278,18,15,3,15,1,0,36,11,9,1,0,1995,2016,10,1,2,2433.0
Buffalo,26,19,41,23,10,5,39,1,0,5,11,1,0,0,1013,Boston College,142,57,258,27,15,4,28,2,0,21,20,10,4,3,2587,2016,10,1,103,2084.0
Rice,180,45,166,20,16,8,81,0,0,19,13,3,0,0,1866,Southern Miss,106,34,591,36,25,7,47,2,1,23,14,7,0,0,1734,2016,10,1,2572,242.0
