Visiter,VisRushY,VisRushA,VisPassY,VisPassA,VisPassC,VisPnl,VisPnlY,VisFmb,VisInt,VisFrstD,VisThrdDA,VisThrdDC,VisFrthDA,VisFrthDC,VisTm,Home,HomeRushY,HomeRushA,HomePassY,HomePassA,HomePassC,HomePnl,HomePnlY,HomeFmb,HomeInt,HomeFrstD,HomeThrdDA,HomeThrdDC,HomeFrthDA,HomeFrthDC,HomeTm,Year,Month,Day,HomeID,VisID
UTSA,134,39,190,33,20,8,85,1,3,17,16,4,2,1,1950,LA Tech,121,35,157,33,14,10,85,0,1,16,18,7,1,1,1650,2014,10,18,2348.0,2636.0
Nevada,126,36,285,40,26,6,36,0,0,20,17,7,4,4,1991,BYU,193,39,408,63,39,6,75,3,0,38,21,13,4,4,1609,2014,10,18,252.0,2440.0
Colorado,172,46,231,49,31,7,61,0,2,27,17,6,6,3,2129,USC,213,33,319,28,19,7,85,1,0,21,11,4,0,0,1432,2014,10,18,30.0,38.0
Michigan State,330,51,332,32,24,3,37,0,1,30,16,10,0,0,2364,Indiana,213,33,11,16,5,4,25,1,0,7,12,1,0,0,1236,2014,10,18,84.0,127.0
Texas A&M,31,24,141,31,19,2,6,0,1,8,13,2,2,0,1409,Alabama,298,45,304,35,21,0,0,0,0,30,15,9,1,1,2191,2014,10,18,333.0,245.0
E Michigan,133,32,147,21,10,10,92,0,1,11,12,2,3,1,1434,UMass,225,43,337,51,28,9,55,2,1,34,18,10,5,3,2166,2014,10,18,113.0,2199.0
Hawaii,90,25,174,31,17,7,40,1,2,12,13,3,1,1,1433,San Diego State,283,47,174,24,13,4,44,1,0,19,15,6,2,1,2167,2014,10,18,21.0,62.0
Baylor,95,42,223,37,16,18,215,0,0,22,16,3,2,0,1722,West Virginia,134,50,322,35,23,14,138,2,1,33,15,6,0,0,1823,2014,10,18,277.0,239.0
W Michigan,195,50,166,24,15,5,49,0,0,20,18,9,2,2,2347,Bowling Green,135,31,139,33,20,5,40,1,1,14,14,5,2,1,1216,2014,10,18,189.0,2711.0
Stanford,76,22,212,39,19,5,35,2,0,14,16,6,2,1,2150,Arizona State,114,46,242,34,24,2,9,0,0,23,19,9,1,1,2089,2014,10,18,9.0,24.0
New Mexico,367,52,33,10,4,1,15,2,0,14,15,4,4,2,1774,Air Force,269,74,159,9,5,1,5,1,0,23,18,9,3,1,1814,2014,10,18,2005.0,167.0
Tulane,131,36,147,42,18,9,84,0,2,18,18,6,4,0,1901,UCF,94,38,139,24,12,8,67,2,2,14,14,4,3,0,1688,2014,10,18,2116.0,2655.0
Georgia State,90,37,311,40,23,4,30,1,0,21,17,9,2,0,1744,South Alabama,321,54,126,32,11,8,82,0,0,26,16,6,1,0,1856,2014,10,18,6.0,2247.0
Missouri,99,31,20,18,6,11,74,0,1,7,14,5,0,0,1561,Florida,135,48,148,31,15,3,39,3,3,17,19,8,1,0,2039,2014,10,18,57.0,142.0
Marshall,243,26,214,27,15,9,65,0,1,18,12,6,0,0,1311,FIU,177,53,208,32,18,8,88,0,2,23,20,10,0,0,2289,2014,10,18,2229.0,276.0
W Kentucky,67,26,335,44,28,3,25,1,1,23,12,5,2,1,1414,FAU,278,54,341,35,24,6,59,1,0,29,18,8,6,6,2163,2014,10,18,2226.0,98.0
UVA,140,31,325,47,22,6,60,1,0,23,16,8,1,0,1865,Duke,155,30,179,38,23,3,30,0,0,19,13,4,0,0,1725,2014,10,18,150.0,258.0
New Mexico St,214,34,100,16,9,7,39,1,3,12,12,3,0,0,1333,Idaho,310,52,226,37,23,6,57,1,1,30,14,6,3,2,2267,2014,10,18,70.0,166.0
UAB,220,60,185,30,19,10,90,1,2,25,18,7,2,1,2123,Mid Tennessee,229,41,141,19,6,8,70,0,0,13,14,3,2,1,1535,2014,10,18,2393.0,5.0
Kansas,128,40,235,32,20,4,37,1,1,19,14,4,2,0,1792,Texas Tech,219,37,288,44,28,4,22,1,1,26,15,5,2,1,1808,2014,10,18,2641.0,2305.0
UCLA,237,47,330,42,31,6,63,2,1,33,13,2,3,2,1817,Cal,56,31,310,42,26,4,40,0,1,21,14,5,1,1,1726,2014,10,18,25.0,26.0
Kansas State,160,32,225,23,15,2,20,0,0,17,11,5,0,0,1662,Oklahoma,198,42,335,36,28,3,19,0,2,30,11,7,0,0,1927,2014,10,18,201.0,2306.0
Ball State,89,38,198,38,21,4,25,1,0,24,15,5,1,1,1824,Cent Michigan,181,37,245,32,20,10,91,3,2,24,11,6,1,0,1720,2014,10,18,2117.0,2050.0
Army,295,56,35,15,5,5,38,0,1,19,13,5,4,0,1578,Kent State,107,24,360,40,27,5,53,0,1,21,12,6,1,1,2022,2014,10,18,2309.0,349.0
Purdue,298,35,153,26,16,7,55,0,2,17,13,5,2,1,1693,Minnesota,285,52,165,18,9,7,66,1,0,22,12,6,0,0,1907,2014,10,18,135.0,2509.0
Arkansas State,253,37,342,39,27,7,51,0,1,22,17,4,6,5,1661,LA-Lafayette,419,56,102,17,9,9,83,0,0,25,13,6,1,1,1939,2014,10,21,309.0,2032.0
UConn,84,26,313,32,20,12,118,0,1,16,12,3,1,1,1464,ECU,135,35,445,65,39,11,105,0,1,31,20,9,5,3,2136,2014,10,23,151.0,41.0
Miami (FL),364,53,92,16,7,4,28,0,0,22,15,7,2,1,2108,VT,120,31,142,28,18,4,40,3,0,15,12,3,1,1,1492,2014,10,23,259.0,2390.0
Troy,164,40,145,24,13,10,100,0,0,19,15,4,1,1,1743,South Alabama,296,45,106,21,9,8,78,0,0,23,11,4,1,0,1857,2014,10,24,6.0,2653.0
BYU,63,26,259,38,23,7,70,1,1,17,14,5,1,0,1414,Boise State,227,48,410,31,24,8,70,0,1,28,13,7,0,0,2186,2014,10,24,68.0,252.0
USF,42,22,239,33,20,7,95,2,2,12,13,5,0,0,1379,Cincinnati,273,50,317,37,27,4,37,3,0,31,16,6,3,3,2193,2014,10,24,2132.0,58.0
Oregon,264,46,326,30,18,10,106,1,1,27,17,10,2,2,1595,Cal,193,38,367,55,33,11,111,2,0,30,16,6,5,3,2005,2014,10,24,25.0,2483.0
Old Dominion,172,34,471,40,27,5,51,1,2,29,13,8,2,2,1927,W Kentucky,230,45,371,26,23,3,40,2,0,32,8,5,0,0,1673,2014,10,25,98.0,295.0
Texas State,229,46,141,20,14,6,55,0,0,17,14,3,3,2,1573,UL Monroe,144,42,250,40,25,5,34,0,1,20,19,7,3,2,2027,2014,10,25,2433.0,326.0
Arizona,157,36,294,38,26,8,89,1,0,25,13,7,1,1,1526,Washington St,54,20,489,79,56,11,85,0,2,33,18,7,4,1,2031,2014,10,25,265.0,12.0
Rutgers,143,38,205,26,12,4,26,0,1,15,12,4,1,0,1832,Nebraska,292,41,163,22,14,5,35,1,1,21,13,8,0,0,1768,2014,10,25,158.0,164.0
Georgia Tech,465,64,147,12,5,3,15,1,0,27,12,6,2,1,2012,Pitt,198,31,328,35,23,2,15,6,0,19,12,8,1,0,1588,2014,10,25,221.0,59.0
Arizona State,105,43,180,25,14,5,20,0,1,14,15,3,3,0,1809,Washington,151,46,139,26,18,4,30,1,2,19,14,2,1,0,1757,2014,10,25,264.0,9.0
FAU,209,53,179,37,19,3,45,0,0,26,19,7,3,1,2191,Marshall,328,35,218,24,13,6,60,0,0,20,12,5,1,0,1409,2014,10,25,276.0,2226.0
Vanderbilt,44,27,196,31,17,5,41,0,1,18,11,4,0,0,1731,Missouri,244,46,141,23,11,14,100,0,0,20,16,9,1,1,1869,2014,10,25,142.0,238.0
UNC,99,34,275,29,16,5,45,0,1,20,14,5,1,0,1345,UVA,159,43,284,41,21,8,83,0,2,26,18,9,1,1,2255,2014,10,25,258.0,153.0
OSU,219,57,74,19,12,8,70,0,2,19,18,7,2,1,2073,Penn State,16,31,224,50,31,4,42,0,2,20,18,8,1,0,1527,2014,10,25,213.0,194.0
UAB,133,42,62,18,6,2,10,0,1,12,14,4,3,0,1489,Arkansas,273,46,211,26,16,2,9,1,0,24,13,6,1,1,2158,2014,10,25,8.0,5.0
Ole Miss,137,34,176,34,14,8,52,0,1,15,17,5,3,1,2275,LSU,264,55,142,16,8,5,45,2,2,22,13,5,1,1,2147,2014,10,25,99.0,145.0
Texas,90,27,106,25,13,7,66,1,0,12,13,4,1,0,1246,Kansas State,143,43,224,30,19,3,25,0,0,22,17,9,1,1,2354,2014,10,25,2306.0,251.0
Oregon State,12,29,209,38,18,8,67,0,0,12,16,4,3,1,1674,Stanford,151,35,287,30,19,3,20,0,2,22,12,5,0,0,1910,2014,10,25,24.0,204.0
Kent State,79,27,206,40,22,3,17,0,1,18,13,2,3,1,1787,Miami (OH),167,33,120,28,11,8,62,0,0,15,14,4,1,0,1813,2014,10,25,193.0,2309.0
West Virginia,210,44,238,30,21,7,57,0,0,22,18,9,0,0,2019,Oklahoma State,194,39,242,41,21,4,30,0,2,23,15,2,5,1,1581,2014,10,25,197.0,277.0
Temple,32,20,150,38,20,8,68,1,3,11,13,3,2,0,1271,UCF,130,47,336,39,25,5,58,2,0,27,20,11,2,1,2609,2014,10,25,2116.0,218.0
Syracuse,88,34,82,28,12,5,30,1,2,10,16,3,1,1,1487,Clemson,166,48,209,35,24,2,15,2,2,23,17,6,1,1,2085,2014,10,25,228.0,183.0
Miss St,326,51,216,33,18,2,20,0,1,30,16,8,1,0,2047,Kentucky,103,32,401,44,25,3,25,1,0,23,14,5,2,0,1508,2014,10,25,96.0,344.0
Texas Tech,101,28,345,41,20,6,69,2,2,21,12,4,1,0,1497,TCU,305,41,480,45,27,10,77,0,0,32,16,8,0,0,2048,2014,10,25,2628.0,2641.0
Minnesota,171,41,240,30,12,4,30,2,1,19,16,4,2,1,1709,Illinois,123,41,140,23,15,4,36,1,0,16,14,4,1,1,1891,2014,10,25,356.0,135.0
San Jose State,100,25,322,46,33,2,20,0,1,26,14,8,1,1,1759,Navy,423,68,56,8,4,0,0,1,0,28,12,7,1,1,1841,2014,10,25,2426.0,23.0
UTEP,160,46,191,18,12,6,50,0,0,15,16,7,0,0,2352,UTSA,38,26,32,20,6,4,29,1,1,2,14,1,1,0,1248,2014,10,25,2636.0,2638.0
USC,100,37,264,33,24,6,48,1,1,17,15,8,2,0,1781,Utah,137,42,194,32,18,4,25,2,0,21,16,6,0,0,1819,2014,10,25,254.0,30.0
North Texas,26,33,190,34,16,4,40,1,1,16,16,5,3,1,1477,Rice,188,46,233,26,13,4,50,0,0,20,16,8,1,0,2108,2014,10,25,242.0,249.0
Cent Michigan,110,49,231,24,14,8,49,1,1,21,14,6,4,3,2173,Buffalo,38,22,233,37,21,3,40,0,2,15,13,5,3,1,1398,2014,10,25,2084.0,2117.0
UMass,52,20,445,58,29,9,75,0,2,26,15,6,5,4,1548,Toledo,295,49,225,34,20,9,81,0,2,30,16,9,1,1,2022,2014,10,25,2649.0,113.0
UNLV,15,27,267,38,22,4,35,1,2,13,16,3,3,1,1550,Utah State,178,47,266,29,16,7,60,1,0,18,17,6,2,0,1997,2014,10,25,328.0,2439.0
Boston College,202,44,165,15,11,7,54,1,0,20,10,2,0,0,1779,Wake Forest,19,33,242,30,22,6,49,0,1,17,14,4,2,1,1811,2014,10,25,154.0,103.0
Michigan,61,26,125,31,15,4,27,1,2,13,14,5,1,0,1574,Michigan State,219,46,227,22,12,8,88,2,0,22,12,6,1,0,2017,2014,10,25,127.0,130.0
N Illinois,332,44,54,17,10,3,37,0,0,18,12,5,2,1,1552,E Michigan,257,48,124,34,16,8,80,0,1,25,18,10,1,0,2030,2014,10,25,2199.0,2459.0
Ohio,88,36,284,36,20,6,48,1,1,19,16,6,0,0,2212,W Michigan,186,42,344,28,22,3,36,1,2,24,12,5,0,0,1951,2014,10,25,2711.0,195.0
UCLA,309,37,200,39,24,14,121,1,0,21,15,3,1,0,1495,Colorado,233,45,267,46,28,6,50,0,2,31,16,3,2,2,2105,2014,10,25,38.0,26.0
Akron,125,34,200,39,21,7,45,1,4,20,15,5,3,2,1958,Ball State,155,40,225,36,18,3,20,0,0,22,15,5,1,1,1778,2014,10,25,2050.0,2006.0
Alabama,183,41,286,24,14,6,50,2,0,23,15,11,0,0,1766,Tennessee,181,43,202,36,21,4,33,1,1,21,19,11,1,0,1834,2014,10,25,2633.0,333.0
Ga Southern,613,63,47,6,5,5,39,0,0,30,8,7,0,0,2119,Georgia State,47,23,408,38,24,6,40,2,1,21,9,4,1,1,1481,2014,10,25,2247.0,290.0
Memphis,230,53,352,27,20,8,69,1,0,29,10,3,4,2,1930,SMU,137,31,114,33,13,7,60,0,2,15,18,7,3,2,1651,2014,10,25,2567.0,235.0
Maryland,46,28,129,29,13,7,45,1,0,10,15,3,2,0,1479,Wisconsin,311,49,216,23,15,2,20,0,0,25,14,6,2,2,2121,2014,10,25,275.0,120.0
LA Tech,30,26,423,46,27,4,40,2,0,23,11,5,0,0,1716,Southern Miss,-31,26,379,49,32,9,83,0,2,22,18,7,1,1,1884,2014,10,25,2572.0,2348.0
South Carolina,119,33,416,53,30,4,20,0,3,30,14,6,6,5,2003,Auburn,395,47,156,15,13,4,53,1,0,25,8,6,0,0,2109,2014,10,25,2.0,2579.0
Wyoming,119,38,335,38,24,7,53,0,0,25,15,7,2,1,2163,Colorado State,147,30,411,24,20,9,87,0,0,24,8,5,1,0,1437,2014,10,25,36.0,2751.0
Nevada,295,60,132,28,18,4,36,0,1,26,20,10,2,2,2239,Hawaii,100,27,203,34,20,3,25,1,1,16,13,4,2,2,1332,2014,10,26,62.0,2440.0
FSU,173,30,401,48,25,7,53,0,3,25,16,9,1,0,1706,Louisville,158,33,330,38,20,3,14,1,1,24,11,1,2,0,1911,2014,10,30,97.0,52.0
Troy,141,33,13,11,4,4,45,1,0,9,10,2,1,1,1277,Ga Southern,421,63,40,10,6,3,25,2,0,28,13,10,2,2,2323,2014,10,30,290.0,2653.0
Tulsa,62,34,349,54,28,11,111,0,0,22,20,8,2,0,2011,Memphis,243,41,183,31,18,4,40,1,0,23,17,6,0,0,1556,2014,10,31,235.0,202.0
Cincinnati,265,35,214,26,17,5,35,1,2,21,12,6,1,1,1779,Tulane,175,33,205,35,24,4,51,1,0,21,13,3,2,0,1821,2014,10,31,2655.0,2132.0
UCF,145,37,284,42,22,8,89,0,4,23,16,6,2,0,1821,UConn,179,40,148,28,14,10,102,1,0,16,15,4,2,2,1779,2014,11,1,41.0,2116.0
Duke,172,27,266,31,23,3,20,0,0,25,8,4,0,0,1132,Pitt,358,65,236,24,16,8,61,0,0,37,13,9,1,0,2468,2014,11,1,221.0,150.0
Washington,236,40,206,19,13,3,24,3,0,14,11,2,1,1,1484,Colorado,181,37,314,52,36,5,39,3,1,24,21,11,3,2,2091,2014,11,1,38.0,264.0
Arkansas,163,38,238,44,22,6,40,0,1,21,20,9,3,2,2315,Miss St,128,35,331,27,18,8,45,1,2,19,14,8,1,0,1276,2014,11,1,344.0,8.0
Indiana,167,45,24,8,5,3,25,2,0,10,13,3,1,0,1585,Michigan,184,35,220,29,22,3,25,0,1,20,13,6,0,0,2015,2014,11,1,130.0,84.0
Purdue,124,32,216,46,18,5,51,0,2,16,16,2,6,1,1772,Nebraska,179,51,118,21,8,3,30,1,2,17,14,4,3,2,1828,2014,11,1,158.0,2509.0
ECU,211,46,217,42,24,12,116,5,0,30,16,9,2,0,1859,Temple,65,37,70,19,7,7,65,0,0,10,14,4,0,0,1730,2014,11,1,218.0,151.0
Texas,241,51,228,25,13,5,50,2,0,21,16,5,2,1,1845,Texas Tech,156,32,225,47,28,6,70,1,1,18,20,8,2,0,1755,2014,11,1,2641.0,251.0
Arkansas State,198,48,244,29,21,11,99,1,0,20,18,7,2,0,1822,Idaho,243,46,206,31,17,9,93,4,4,25,12,4,2,0,2233,2014,11,1,70.0,2032.0
Oklahoma,510,59,241,43,23,5,60,0,3,41,12,6,2,0,2182,Iowa State,87,31,247,45,17,4,40,1,0,17,19,6,2,0,1370,2014,11,1,66.0,201.0
Houston,217,47,89,19,15,1,5,0,0,21,15,8,2,2,1973,USF,76,29,146,26,13,5,45,0,1,13,13,5,2,0,1592,2014,11,1,58.0,248.0
Illinois,106,42,137,27,13,5,50,2,2,15,16,6,2,0,1757,OSU,296,44,249,34,20,6,56,1,0,28,12,7,2,0,1843,2014,11,1,194.0,356.0
Maryland,31,31,161,38,18,6,87,2,0,15,15,1,0,0,1643,Penn State,42,41,177,42,18,8,64,3,1,16,20,6,2,1,1932,2014,11,1,213.0,120.0
Wyoming,374,43,320,28,19,8,64,1,0,24,15,10,0,0,2201,Fresno State,167,31,149,29,14,3,20,0,2,16,14,5,1,1,1358,2014,11,1,278.0,2751.0
Georgia State,8,26,54,19,9,2,10,2,1,6,13,3,0,0,1280,Appalachian St,469,66,98,14,9,6,48,0,0,26,15,9,3,2,2320,2014,11,1,2026.0,2247.0
USC,127,32,400,32,21,7,70,1,0,21,11,2,2,1,1391,Washington St,34,26,386,66,44,5,48,1,2,23,20,7,4,2,2145,2014,11,1,265.0,30.0
Kentucky,102,36,158,36,19,9,67,0,1,14,16,2,6,1,1529,Missouri,156,45,164,33,18,5,50,0,0,21,20,10,0,0,2048,2014,11,1,142.0,96.0
Northwestern,105,43,75,24,9,5,53,1,0,13,15,4,2,1,1623,Iowa,221,46,262,25,17,5,35,1,0,24,14,9,1,0,1977,2014,11,1,2294.0,77.0
New Mexico,301,61,5,7,2,5,30,1,0,18,13,4,3,2,1965,UNLV,214,37,276,44,28,10,69,1,2,29,15,9,0,0,1709,2014,11,1,2439.0,167.0
San Diego State,135,29,189,36,21,4,55,2,1,17,13,4,1,0,1659,Nevada,229,47,109,24,10,5,44,0,1,17,17,5,2,2,1941,2014,11,1,2440.0,21.0
Florida,418,60,27,6,3,4,31,1,0,19,14,7,1,1,1961,Georgia,141,32,319,41,26,4,30,1,0,21,16,8,1,0,1639,2014,11,1,61.0,57.0
Utah,184,52,57,22,12,6,45,0,0,13,20,7,1,0,1874,Arizona State,239,43,205,33,18,6,55,0,2,20,14,2,1,0,1726,2014,11,1,9.0,254.0
Texas State,287,43,143,30,17,7,55,0,0,21,17,6,2,2,1727,New Mexico St,235,48,404,52,36,11,76,0,2,32,22,10,3,2,1873,2014,11,1,166.0,326.0
Oklahoma State,112,40,148,23,12,5,54,1,2,15,13,3,1,0,1787,Kansas State,134,33,287,33,20,2,15,0,1,21,12,5,1,0,1801,2014,11,1,2306.0,197.0
South Alabama,66,35,270,35,20,8,76,1,0,18,15,4,1,0,1720,LA-Lafayette,196,39,221,28,16,5,44,1,0,22,13,5,0,0,1880,2014,11,1,309.0,6.0
Cent Michigan,278,55,223,23,18,5,41,1,1,27,13,5,3,2,2406,E Michigan,21,29,76,19,7,4,19,1,1,5,13,3,2,0,1194,2014,11,1,2199.0,2117.0
Arizona,80,31,175,48,18,4,40,0,1,19,20,6,1,1,1311,UCLA,271,59,189,26,19,11,118,1,0,21,21,10,0,0,2289,2014,11,1,26.0,12.0
Wisconsin,298,46,87,20,8,7,56,0,1,16,15,5,1,1,2116,Rutgers,76,29,63,27,7,4,35,0,1,8,15,3,1,0,1445,2014,11,1,164.0,275.0
Boston College,258,47,110,15,8,3,20,0,0,11,13,3,1,0,1886,VT,69,29,345,49,31,6,40,1,0,17,20,7,5,4,1668,2014,11,1,259.0,103.0
UAB,239,54,184,26,16,11,90,0,0,18,19,10,1,0,2129,FAU,145,29,177,31,18,3,30,1,1,16,12,4,0,0,1677,2014,11,1,2226.0,5.0
North Carolina St,121,35,186,33,20,9,80,0,0,14,16,4,1,1,1878,Syracuse,38,37,307,42,22,6,61,1,2,20,16,6,0,0,1722,2014,11,1,183.0,152.0
Utah State,235,50,230,16,15,12,96,0,0,21,13,5,2,1,2115,Hawaii,98,31,356,48,26,13,100,1,2,23,17,7,4,1,1470,2014,11,1,62.0,328.0
TCU,223,42,166,30,12,5,40,1,1,16,15,5,1,0,1604,West Virginia,195,54,162,26,15,6,40,3,2,17,19,6,0,0,1961,2014,11,1,277.0,2628.0
UL Monroe,78,30,269,49,28,4,20,0,1,19,19,7,3,2,2027,Texas A&M,137,41,106,28,13,2,26,1,1,16,17,7,2,2,1573,2014,11,1,245.0,2433.0
Tennessee,344,55,301,40,23,4,31,0,1,35,16,7,3,2,1787,South Carolina,248,39,377,34,21,7,51,0,1,26,13,6,2,1,1813,2014,11,1,2579.0,2633.0
Notre Dame,218,39,315,25,18,1,5,0,1,25,10,7,0,0,1613,Navy,336,60,118,17,6,2,25,0,1,23,16,7,5,3,1987,2014,11,1,2426.0,87.0
Kansas,16,27,288,30,21,6,60,3,0,12,15,6,2,0,1800,Baylor,326,52,343,36,21,6,54,0,0,30,18,11,1,1,1807,2014,11,1,239.0,2305.0
Southern Miss,93,27,309,47,20,9,95,3,2,17,19,5,2,0,1597,UTEP,107,42,127,23,10,4,20,1,0,15,16,5,1,1,1981,2014,11,1,2638.0,2572.0
Cal,269,47,277,47,24,9,71,0,0,34,19,11,0,0,1957,Oregon State,148,23,320,45,30,8,90,0,1,25,11,3,2,1,1578,2014,11,1,204.0,25.0
Stanford,132,39,296,33,23,7,53,1,1,24,13,6,2,0,2138,Oregon,267,46,258,31,19,7,60,0,1,30,13,8,1,1,1462,2014,11,1,2483.0,24.0
Rice,169,38,230,25,11,2,15,0,0,17,14,6,1,0,1699,FIU,102,46,159,23,10,5,30,2,0,14,18,7,1,0,1824,2014,11,1,2229.0,242.0
BYU,128,39,316,45,28,7,70,0,0,25,18,8,3,1,1867,Mid Tennessee,109,37,119,32,16,2,12,0,2,17,16,6,0,0,1733,2014,11,1,2393.0,252.0
Auburn,248,46,254,22,15,13,145,0,1,22,14,6,0,0,1931,Ole Miss,146,30,339,40,28,6,48,2,0,24,13,5,2,0,1669,2014,11,1,145.0,2.0
UVA,22,16,262,41,23,6,61,0,2,15,12,3,3,1,1234,Georgia Tech,268,63,141,13,7,4,30,0,1,23,15,8,3,2,2321,2014,11,1,59.0,258.0
W Kentucky,152,33,145,39,16,8,93,1,4,15,15,4,1,0,1454,LA Tech,129,34,378,49,34,2,15,2,1,31,13,7,2,0,1973,2014,11,1,2348.0,98.0
Old Dominion,45,12,291,36,21,4,48,0,1,16,7,2,2,0,848,Vanderbilt,243,56,281,29,20,4,38,2,0,33,13,6,3,3,2697,2014,11,1,238.0,295.0
Colorado State,113,37,290,28,22,2,17,2,0,20,13,8,1,0,2602,San Jose State,185,32,308,51,26,1,5,1,2,24,18,6,4,3,1753,2014,11,1,23.0,36.0
Air Force,242,62,141,12,8,1,5,0,1,21,18,8,3,2,2144,Army,122,38,47,13,3,3,41,1,0,8,12,1,2,1,1419,2014,11,1,349.0,2005.0
W Michigan,282,47,217,23,18,5,65,1,0,23,11,8,1,1,2053,Miami (OH),87,29,149,29,11,5,40,0,2,18,12,5,3,1,1547,2014,11,1,193.0,2711.0
UNC,11,32,247,38,24,5,28,1,1,17,15,5,4,0,1499,Miami (FL),295,49,199,19,12,6,45,1,0,23,13,6,1,1,2101,2014,11,1,2390.0,153.0
Bowling Green,219,51,170,34,17,9,61,1,0,21,20,6,1,0,1999,Akron,94,27,304,63,31,7,55,2,3,26,18,4,3,2,1572,2014,11,4,2006.0,189.0
Toledo,221,47,201,32,18,7,73,1,0,24,16,8,1,0,2235,Kent State,171,19,163,41,19,7,74,1,2,17,12,3,2,2,1365,2014,11,4,2309.0,2649.0
N Illinois,236,62,149,31,18,8,85,2,0,24,22,10,2,2,2132,Ball State,133,31,174,39,16,2,24,2,3,18,14,4,0,0,1425,2014,11,5,2050.0,2459.0
Buffalo,28,25,106,25,12,3,21,2,2,7,13,2,3,2,1401,Ohio,233,55,156,19,8,1,5,2,0,19,13,4,0,0,2199,2014,11,5,195.0,2084.0
Clemson,145,37,282,42,27,8,75,1,1,20,20,9,4,1,2513,Wake Forest,7,34,112,30,12,2,29,0,0,15,16,4,2,0,1644,2014,11,6,154.0,228.0
Utah State,206,33,150,17,13,6,75,1,0,12,10,2,0,0,1506,Wyoming,151,35,212,40,20,10,95,0,2,18,17,7,2,1,2094,2014,11,7,2751.0,328.0
Memphis,82,40,230,28,21,6,51,1,0,17,17,5,0,0,1733,Temple,158,32,140,37,16,4,30,1,1,16,17,6,0,0,2577,2014,11,7,218.0,235.0
UL Monroe,55,30,244,41,20,8,78,0,0,20,15,5,2,2,1666,Appalachian St,104,36,276,35,25,7,50,0,1,23,15,6,2,2,1934,2014,11,8,2026.0,2433.0
South Alabama,111,36,90,25,9,3,25,1,3,14,12,1,3,0,1728,Arkansas State,214,49,186,34,17,8,77,0,0,22,19,10,2,1,1872,2014,11,8,2032.0,6.0
Oregon,269,50,239,29,17,8,73,1,0,27,13,4,4,2,1820,Utah,120,35,320,33,22,3,31,2,2,17,15,5,2,1,1715,2014,11,8,254.0,2483.0
Georgia Tech,479,64,70,8,7,8,62,2,0,30,10,8,0,0,2190,North Carolina St,155,28,213,35,18,6,52,1,2,23,12,6,1,1,1410,2014,11,8,152.0,59.0
Air Force,386,78,156,7,6,2,30,1,0,26,17,10,2,2,2223,UNLV,33,30,306,45,22,3,30,0,0,19,19,8,5,2,1377,2014,11,8,2439.0,2005.0
FAU,95,32,102,31,15,7,55,1,1,12,16,5,1,1,1695,North Texas,235,52,107,17,13,3,35,1,1,19,16,8,2,1,2663,2014,11,8,249.0,2226.0
Boise State,291,48,367,32,21,3,24,0,0,34,11,3,3,2,1846,New Mexico,505,49,122,16,9,5,50,0,0,18,13,5,4,2,1713,2014,11,8,167.0,68.0
FIU,256,55,132,13,8,6,59,0,1,21,14,8,0,0,2067,Old Dominion,210,35,315,35,20,1,10,1,0,26,11,5,3,2,1533,2014,11,8,295.0,2229.0
Florida,214,50,215,22,13,10,82,0,0,19,15,6,2,1,2083,Vanderbilt,83,24,225,45,21,6,49,2,2,17,16,4,4,3,1467,2014,11,8,238.0,57.0
UConn,163,23,190,37,23,5,31,0,2,18,10,3,2,2,1497,Army,327,60,38,3,2,3,30,1,0,22,12,7,2,2,2047,2014,11,8,349.0,41.0
Baylor,148,52,396,43,33,7,40,0,0,31,19,8,4,4,2123,Oklahoma,171,33,148,29,13,7,59,0,1,13,13,4,2,0,1477,2014,11,8,201.0,239.0
UCLA,174,40,302,37,29,4,37,0,0,28,14,8,0,0,1803,Washington,211,48,155,24,14,7,65,0,1,22,14,5,1,1,1707,2014,11,8,264.0,26.0
Penn State,162,37,168,29,12,7,55,0,2,15,17,4,0,0,1865,Indiana,153,40,68,28,13,10,82,0,2,13,17,3,1,0,1735,2014,11,8,84.0,213.0
Duke,98,33,161,33,15,5,40,0,1,12,19,8,1,0,1769,Syracuse,119,37,105,32,17,7,55,0,2,12,16,4,2,0,1831,2014,11,8,183.0,150.0
UTSA,104,23,153,32,17,7,70,1,0,18,11,3,0,0,1117,Rice,200,56,213,28,18,8,69,0,1,22,21,12,1,0,2470,2014,11,8,242.0,2636.0
Texas A&M,176,35,277,29,19,5,47,0,1,22,10,4,0,0,1640,Auburn,363,59,219,21,15,8,65,3,0,31,11,7,0,0,1960,2014,11,8,2.0,245.0
Presbyterian,89,36,67,20,10,3,25,1,1,10,12,2,0,0,2013,Ole Miss,402,36,238,30,24,4,40,0,1,22,14,8,4,2,1587,2014,11,8,145.0,
Louisville,166,40,257,24,17,10,87,1,0,21,13,6,1,0,1931,Boston College,166,43,166,20,9,5,45,0,4,18,13,5,3,1,1669,2014,11,8,103.0,97.0
Alabama,106,29,209,46,20,3,29,1,0,15,20,8,1,1,1304,LSU,183,56,76,26,8,2,20,0,1,17,22,9,2,1,2296,2014,11,8,99.0,333.0
Wisconsin,264,42,225,30,20,4,40,1,1,25,15,8,1,0,1989,Purdue,26,26,204,37,17,2,15,0,0,11,17,5,2,0,1611,2014,11,8,2509.0,275.0
