Visiter,VisRushY,VisRushA,VisPassY,VisPassA,VisPassC,VisPnl,VisPnlY,VisFmb,VisInt,VisFrstD,VisThrdDA,VisThrdDC,VisFrthDA,VisFrthDC,VisTm,Home,HomeRushY,HomeRushA,HomePassY,HomePassA,HomePassC,HomePnl,HomePnlY,HomeFmb,HomeInt,HomeFrstD,HomeThrdDA,HomeThrdDC,HomeFrthDA,HomeFrthDC,HomeTm,Year,Month,Day,HomeID,VisID
UVA,205,39,148,30,17,10,62,1,4,23,14,5,1,0,2037,UNC,196,38,226,26,21,13,135,1,1,24,8,2,0,0,1563,2015,10,24,153,258.0
Southern Miss,212,38,268,40,25,7,63,2,0,22,18,10,2,0,2182,Charlotte,137,36,120,30,12,5,60,0,3,13,16,4,0,0,1418,2015,10,24,2429,2572.0
Hawaii,34,24,291,40,27,10,79,1,3,19,9,2,0,0,1414,Nevada,244,56,128,23,12,4,35,0,1,20,15,6,1,0,2186,2015,10,24,2440,62.0
Northwestern,156,28,177,28,13,5,58,0,0,14,13,5,0,0,1262,Nebraska,82,38,291,48,24,6,64,0,1,22,20,9,1,1,2338,2015,10,24,158,77.0
Toledo,265,58,355,47,26,10,81,0,3,33,21,12,4,2,2218,UMass,148,24,240,49,27,15,134,0,1,19,15,4,2,0,1382,2015,10,24,113,2649.0
Boston College,-14,30,93,22,9,4,25,1,0,4,14,1,1,0,1443,Louisville,135,48,230,26,15,8,49,2,2,18,17,6,0,0,2157,2015,10,24,97,103.0
SMU,132,43,233,37,20,5,55,3,1,19,20,9,0,0,2088,USF,255,44,97,21,9,4,40,1,0,15,15,5,2,1,1512,2015,10,24,58,2567.0
North Carolina St,248,30,227,34,20,6,46,0,0,19,13,4,1,0,1620,Wake Forest,149,38,122,30,14,3,35,0,1,17,16,4,1,0,1980,2015,10,24,154,152.0
South Alabama,272,47,196,27,16,16,127,0,0,22,16,5,2,1,1881,Texas State,319,43,105,23,13,11,111,0,1,19,15,5,0,0,1719,2015,10,24,326,6.0
Army,378,56,18,10,2,2,24,1,0,18,14,4,2,0,1896,Rice,165,35,267,30,20,8,64,2,0,21,14,7,0,0,1704,2015,10,24,242,349.0
Miami (OH),58,27,218,27,14,8,64,2,0,12,14,4,2,0,1389,W Michigan,143,47,278,32,25,5,38,0,0,25,13,7,2,1,2211,2015,10,24,2711,193.0
Clemson,416,63,151,25,17,4,29,1,0,33,14,8,1,1,2032,Miami (FL),53,29,93,32,13,7,88,0,3,6,18,4,1,0,1568,2015,10,24,2390,228.0
Houston,366,48,234,28,20,7,87,0,0,30,13,7,0,0,2022,UCF,97,30,183,29,14,6,60,1,3,14,14,4,0,0,1578,2015,10,24,2116,248.0
Auburn,162,52,254,34,19,2,25,0,0,22,17,8,3,2,1629,Arkansas,213,49,244,32,20,3,25,0,1,29,16,9,2,2,1971,2015,10,24,8,2.0
Missouri,80,19,108,34,14,6,37,1,0,10,14,0,2,1,1296,Vanderbilt,168,49,136,28,17,5,59,1,0,18,19,8,1,0,2304,2015,10,24,238,142.0
Iowa State,232,55,156,29,15,4,30,2,2,23,16,5,3,2,2075,Baylor,276,49,209,38,17,9,48,1,1,27,15,7,2,2,1525,2015,10,24,239,66.0
Duke,179,32,270,40,19,7,22,0,0,20,18,8,0,0,1389,VT,182,53,270,47,24,5,35,0,0,28,22,11,1,1,2211,2015,10,24,259,150.0
Ohio,54,34,368,54,33,7,58,0,4,22,18,10,4,1,1741,Buffalo,161,34,212,32,21,8,65,0,0,19,14,5,0,0,1859,2015,10,24,2084,195.0
Pitt,188,46,239,28,21,6,60,0,0,24,17,9,2,2,2197,Syracuse,136,23,217,31,22,4,39,0,2,16,11,5,1,1,1403,2015,10,24,183,221.0
Kansas,30,27,191,31,12,10,102,0,2,9,16,5,0,0,1357,Oklahoma State,202,47,381,36,27,2,25,0,0,33,13,6,1,1,2243,2015,10,24,197,2305.0
FAU,146,30,219,23,14,5,60,2,1,15,10,4,1,0,1385,UTEP,139,38,271,39,20,6,57,1,0,20,20,9,2,1,2215,2015,10,24,2638,2226.0
UL Monroe,57,23,186,37,19,6,42,0,0,15,13,2,2,0,1483,Idaho,174,52,315,39,23,5,65,2,1,28,18,11,1,0,2117,2015,10,24,70,2433.0
Washington St,117,31,514,62,47,9,51,0,0,34,16,10,2,1,2273,Arizona,176,32,307,37,24,5,40,1,0,24,14,9,2,1,1327,2015,10,24,12,265.0
Kansas State,135,37,107,24,11,5,27,0,1,15,14,4,2,1,1760,Texas,274,53,99,16,10,3,35,0,0,20,15,7,1,0,1840,2015,10,24,251,2306.0
Fresno State,134,17,177,39,14,5,39,0,1,12,12,2,2,0,1042,Air Force,458,79,128,11,6,5,38,1,0,26,18,8,5,3,2558,2015,10,24,2005,278.0
Old Dominion,297,33,201,34,18,6,41,2,1,20,12,4,3,0,1451,FIU,58,33,390,39,31,3,30,1,0,20,16,8,3,1,2149,2015,10,24,2229,295.0
Wagner,83,36,46,16,8,2,15,0,1,6,17,6,0,0,1837,BYU,330,42,411,27,23,7,55,0,0,31,9,8,1,0,1763,2015,10,24,252,
Indiana,81,23,308,37,23,6,45,1,1,20,11,5,1,0,1261,Michigan State,142,44,398,52,30,5,56,1,0,33,20,13,1,0,2339,2015,10,24,127,84.0
Utah State,144,36,95,20,9,5,55,3,1,16,11,3,2,1,1365,San Diego State,336,61,93,10,6,6,60,0,0,19,16,8,0,0,2235,2015,10,24,21,328.0
FSU,70,24,210,31,20,6,45,0,1,17,10,2,0,0,1509,Georgia Tech,261,49,67,10,4,5,41,0,2,15,14,5,1,1,2091,2015,10,24,59,52.0
W Kentucky,103,23,325,61,37,7,62,1,1,24,15,5,4,1,1751,LSU,211,43,286,20,11,7,65,0,0,21,12,6,0,0,1849,2015,10,24,99,98.0
Cent Michigan,118,31,316,39,30,10,55,1,1,20,14,6,0,0,2202,Ball State,112,29,187,40,25,5,50,1,0,17,12,2,3,1,1398,2015,10,24,2050,2117.0
Utah,99,28,254,36,24,4,34,0,4,20,11,3,2,0,1510,USC,116,45,264,29,21,5,49,0,0,21,13,5,3,2,2090,2015,10,24,30,254.0
Tulane,123,27,263,38,27,9,80,2,1,21,13,7,1,0,1707,Navy,133,54,158,12,8,3,30,0,0,18,16,8,3,3,1893,2015,10,24,2426,2655.0
E Michigan,157,44,219,43,26,7,75,0,1,26,18,8,1,0,1687,N Illinois,323,59,267,38,24,8,70,0,0,34,23,15,1,1,1913,2015,10,24,2459,2199.0
Penn State,48,31,315,30,13,6,39,3,0,16,13,3,0,0,1424,Maryland,241,48,225,28,19,6,55,2,3,21,13,4,2,0,2176,2015,10,24,120,213.0
Colorado,188,45,140,23,16,9,80,0,0,20,14,5,1,1,2024,Oregon State,202,41,199,32,13,8,65,0,1,17,15,6,3,0,1576,2015,10,25,204,38.0
Wyoming,110,33,123,21,12,5,35,0,1,16,10,3,0,0,1705,Boise State,207,47,211,28,22,8,74,1,0,24,19,12,1,1,1895,2015,10,25,68,2751.0
Washington,113,24,118,21,9,3,30,0,0,11,11,4,0,0,1195,Stanford,188,48,290,24,17,6,53,0,1,25,14,6,2,2,2405,2015,10,25,24,264.0
OSU,281,49,247,21,17,0,0,1,0,27,10,5,3,2,1960,Rutgers,104,29,189,27,13,7,55,0,1,12,15,5,1,1,1640,2015,10,25,164,194.0
Troy,166,24,316,42,26,5,27,0,0,23,11,2,2,2,1574,New Mexico St,231,47,161,34,13,8,82,2,0,20,18,4,4,1,2026,2015,10,25,166,2653.0
West Virginia,167,37,160,39,16,9,114,0,1,21,17,4,3,1,1419,TCU,228,40,388,48,32,9,100,0,0,35,13,5,1,1,2181,2015,10,29,2628,277.0
W Michigan,279,36,316,24,18,3,27,0,0,26,8,3,1,1,1882,E Michigan,226,39,263,30,18,3,20,2,2,26,11,4,2,2,1718,2015,10,29,2199,2711.0
UNC,174,35,270,23,14,3,15,0,0,17,13,5,0,0,1485,Pitt,153,37,262,42,27,6,55,1,0,25,17,8,2,2,2115,2015,10,29,221,153.0
Buffalo,144,40,289,29,22,6,65,0,1,18,15,4,1,1,2114,Miami (OH),124,31,224,36,13,6,53,1,0,19,16,5,2,1,1486,2015,10,29,193,2084.0
Texas State,126,31,87,27,10,2,20,0,2,13,14,6,1,0,1367,Ga Southern,503,67,31,6,3,2,30,3,0,22,16,7,3,3,2233,2015,10,29,290,326.0
Oregon,186,28,315,41,23,6,50,0,1,19,14,3,3,3,1437,Arizona State,344,55,398,53,32,9,70,0,2,37,23,14,0,0,2163,2015,10,30,9,2483.0
Louisville,68,42,249,32,23,10,89,1,0,17,18,5,1,1,2090,Wake Forest,40,32,226,30,9,3,29,1,4,11,16,3,2,1,1510,2015,10,30,154,97.0
ECU,203,36,137,33,19,7,64,0,4,16,15,5,3,1,1532,UConn,220,44,184,21,12,5,34,1,1,17,14,7,0,0,2068,2015,10,30,41,151.0
Maryland,167,34,74,23,11,8,72,1,3,15,10,1,1,1,1628,Iowa,110,44,183,24,12,7,53,1,0,18,16,6,0,0,1972,2015,10,31,2294,120.0
VT,81,46,194,23,16,11,98,1,1,17,15,3,0,0,2083,Boston College,75,35,143,21,8,6,48,3,1,15,12,1,1,0,1517,2015,10,31,103,259.0
USF,62,24,208,20,12,6,54,1,0,9,11,3,1,0,1247,Navy,428,69,16,9,3,2,20,1,0,22,18,9,2,2,2353,2015,10,31,2426,58.0
Troy,140,45,310,43,29,8,73,0,2,25,18,8,1,0,1586,Appalachian St,248,58,184,26,16,7,71,0,1,22,17,6,2,1,2014,2015,10,31,2026,2653.0
Syracuse,173,42,130,25,12,5,45,1,0,14,16,5,1,0,1809,FSU,221,34,354,38,25,9,77,0,0,23,13,5,0,0,1791,2015,10,31,52,183.0
Rutgers,83,38,82,20,6,6,40,1,1,8,15,2,1,0,1912,Wisconsin,209,38,217,28,13,5,40,0,2,15,16,8,1,1,1688,2015,10,31,275,164.0
Illinois,37,27,130,44,17,8,60,0,1,12,21,6,2,0,1578,Penn State,120,37,280,33,22,3,25,2,0,23,13,5,1,1,2022,2015,10,31,213,356.0
Colorado,242,56,312,58,37,7,68,0,2,34,22,7,4,3,2465,UCLA,138,26,262,33,19,10,101,2,0,16,14,6,0,0,1135,2015,10,31,26,38.0
Oklahoma,262,41,445,41,33,4,40,2,0,35,11,6,1,1,2019,Kansas,35,36,181,34,20,6,81,2,0,15,17,7,1,0,1581,2015,10,31,2305,201.0
San Diego State,276,47,180,14,11,5,61,0,0,21,11,4,1,1,1972,Colorado State,163,33,205,28,17,7,78,1,3,22,12,5,1,1,1628,2015,10,31,36,21.0
Boise State,232,37,473,53,36,8,51,1,0,34,14,7,1,1,1849,UNLV,100,25,387,51,30,5,39,0,2,28,15,5,1,0,1751,2015,10,31,2439,68.0
UT Martin,139,23,380,44,30,4,27,1,2,25,11,6,1,0,1877,Arkansas,291,36,300,20,15,3,25,0,0,22,7,3,2,2,1723,2015,10,31,8,
Georgia Tech,144,33,251,31,13,6,42,2,0,18,13,5,3,0,1397,UVA,233,42,175,28,17,7,45,0,1,21,14,7,0,0,2203,2015,10,31,258,59.0
Oregon State,108,30,204,35,19,5,40,0,0,16,15,5,2,1,1724,Utah,174,44,198,17,14,5,45,0,0,20,11,4,2,1,1876,2015,10,31,254,204.0
LA Tech,135,33,320,27,17,2,20,0,0,21,11,5,0,0,1775,Rice,101,33,180,28,14,8,62,0,0,15,13,4,0,0,1825,2015,10,31,242,2348.0
Vanderbilt,141,42,44,20,5,6,39,1,3,12,14,3,0,0,1605,Houston,150,51,221,23,15,6,55,2,0,19,17,7,2,1,1995,2015,10,31,248,238.0
Clemson,240,50,383,30,23,6,39,1,0,27,15,8,0,0,2044,North Carolina St,135,27,254,41,24,4,40,1,0,18,15,4,4,2,1556,2015,10,31,152,228.0
UTEP,101,32,197,32,16,6,55,0,0,16,17,9,1,0,1889,Southern Miss,246,36,277,33,23,4,41,1,0,24,15,8,2,1,1711,2015,10,31,2572,2638.0
South Carolina,253,43,192,24,15,5,26,0,2,19,13,5,1,0,1741,Texas A&M,321,54,223,28,20,3,35,0,0,29,13,6,1,1,1859,2015,10,31,245,2579.0
Miami (FL),119,39,272,29,20,23,194,1,1,21,14,8,0,0,1990,Duke,182,39,258,52,31,5,41,1,0,34,15,6,4,1,1610,2015,10,31,150,2390.0
Tulane,139,42,131,24,10,6,50,0,0,17,14,5,2,0,1855,Memphis,223,39,358,44,27,8,106,0,0,32,13,6,0,0,1745,2015,10,31,235,2655.0
UCF,212,41,101,23,12,6,70,0,1,16,13,4,1,0,1641,Cincinnati,237,42,489,32,27,7,62,0,1,33,15,11,3,2,1959,2015,10,31,2132,2116.0
Michigan,127,34,169,27,16,5,47,1,1,20,12,5,1,0,1735,Minnesota,144,35,317,33,16,7,53,0,0,20,14,5,1,1,1865,2015,10,31,135,130.0
UTSA,230,50,245,41,27,7,72,1,0,31,17,9,3,0,2256,North Texas,267,38,104,22,11,8,79,1,0,20,10,4,0,0,1344,2015,10,31,249,2636.0
Tulsa,179,57,240,27,19,7,70,0,0,22,19,8,3,3,2023,SMU,84,32,322,46,23,1,10,1,1,23,17,7,3,1,1577,2015,10,31,2567,202.0
Georgia,69,22,154,34,15,3,20,1,4,12,12,2,2,0,1389,Florida,258,48,155,19,8,8,74,1,0,15,16,7,1,0,2211,2015,10,31,57,61.0
Texas,119,32,85,22,12,3,39,0,1,11,13,2,1,1,1355,Iowa State,238,54,188,38,19,4,45,0,0,28,24,15,2,1,2245,2015,10,31,66,251.0
USC,185,50,220,23,19,6,65,0,0,22,15,6,2,1,2108,Cal,117,30,272,31,23,3,26,1,2,23,9,2,3,2,1492,2015,10,31,25,30.0
Georgia State,101,32,390,43,23,10,73,1,1,21,16,7,2,0,1731,Arkansas State,296,52,224,29,21,9,64,1,2,28,14,6,2,2,1869,2015,10,31,2032,2247.0
Tennessee,249,43,233,26,16,6,65,1,1,21,15,8,2,2,1783,Kentucky,165,32,184,33,16,9,93,1,1,18,13,2,3,2,1817,2015,10,31,96,2633.0
Nebraska,77,29,407,48,29,7,40,1,4,28,12,7,0,0,1775,Purdue,183,37,274,43,28,6,58,0,0,20,17,8,3,2,1825,2015,10,31,2509,158.0
Wyoming,270,49,83,18,10,4,33,0,0,22,13,4,3,2,1985,Utah State,296,43,296,19,16,3,25,1,0,33,6,3,1,1,1615,2015,10,31,328,2751.0
UMass,189,36,259,44,32,12,87,0,1,25,18,10,2,0,1791,Ball State,152,44,275,32,20,3,25,1,1,24,17,10,2,0,1809,2015,10,31,2050,113.0
Oklahoma State,184,36,478,43,27,7,65,0,1,29,14,7,1,1,1668,Texas Tech,162,39,480,55,38,7,66,1,2,32,17,10,3,1,1932,2015,10,31,2641,197.0
Marshall,136,39,494,53,35,14,100,0,0,31,18,7,5,3,1977,Charlotte,166,43,141,36,19,4,39,1,1,22,19,8,2,1,1623,2015,10,31,2429,276.0
UL Monroe,76,34,265,35,16,5,45,2,0,15,18,6,3,3,1693,LA-Lafayette,152,44,109,21,9,3,27,0,0,15,14,2,1,1,1907,2015,10,31,309,2433.0
Ole Miss,156,39,402,52,34,7,40,0,2,27,18,7,3,1,2010,Auburn,125,41,302,32,13,3,20,0,1,18,15,2,2,0,1590,2015,10,31,2,145.0
FIU,66,32,196,27,19,5,38,1,1,20,11,5,0,0,1656,FAU,229,49,168,25,16,6,60,0,0,27,13,7,3,2,1944,2015,10,31,2226,2229.0
W Kentucky,239,31,284,29,22,1,5,0,0,22,11,5,1,1,1520,Old Dominion,147,37,195,34,19,2,20,1,0,20,15,7,4,2,2080,2015,10,31,295,98.0
Cent Michigan,39,24,226,37,23,5,44,0,1,16,12,4,0,0,1887,Akron,25,25,252,36,22,5,34,0,1,15,16,5,0,0,1713,2015,10,31,2006,2117.0
Notre Dame,168,31,299,36,23,8,81,0,2,20,14,6,1,0,1904,Temple,107,32,188,30,13,6,79,0,1,16,14,4,2,2,1696,2015,11,1,218,87.0
Air Force,496,83,80,9,3,3,30,0,0,32,17,9,2,2,2706,Hawaii,-2,12,180,35,15,9,86,2,2,7,10,1,2,1,894,2015,11,1,62,2005.0
Stanford,226,40,86,19,10,4,35,1,1,15,13,4,0,0,1819,Washington St,88,23,354,63,35,4,30,0,2,26,14,2,3,3,1781,2015,11,1,265,24.0
Arizona,127,44,203,42,25,4,22,1,3,22,18,6,4,1,1926,Washington,201,36,267,25,17,4,49,0,0,22,11,5,0,0,1674,2015,11,1,264,12.0
Idaho,262,50,307,42,25,4,30,0,2,30,17,7,2,2,2174,New Mexico St,315,41,326,40,24,6,47,1,1,24,14,6,4,3,1426,2015,11,1,166,70.0
N Illinois,124,54,277,25,16,6,55,1,1,18,19,6,1,1,1813,Toledo,291,50,136,33,15,4,33,1,2,21,19,9,3,2,1787,2015,11,4,2649,2459.0
Ohio,299,56,244,41,21,7,75,0,2,34,19,9,3,1,2226,Bowling Green,182,30,399,39,29,9,66,0,0,29,12,8,0,0,1374,2015,11,5,189,195.0
Baylor,103,34,419,33,23,11,119,0,0,20,14,5,3,3,1319,Kansas State,258,48,172,23,13,7,39,1,2,24,11,4,3,2,2281,2015,11,6,2306,239.0
Nevada,292,50,206,17,12,10,78,0,1,18,14,5,1,1,2178,Fresno State,126,29,154,35,17,9,58,1,3,18,14,5,3,2,1422,2015,11,6,278,2440.0
Arkansas State,309,52,208,25,14,2,5,0,0,24,16,7,0,0,1920,Appalachian St,108,30,357,36,23,6,64,2,1,18,15,5,1,1,1680,2015,11,6,2026,2032.0
Miss St,127,36,303,41,27,2,18,2,0,23,16,8,1,0,1778,Missouri,215,45,107,26,11,6,38,0,2,16,16,5,2,0,1822,2015,11,6,142,344.0
Ball State,74,25,78,27,12,4,45,0,1,7,13,2,1,0,1198,W Michigan,358,56,353,27,20,6,62,1,0,31,15,8,3,3,2402,2015,11,6,2711,2050.0
Buffalo,116,35,190,39,25,3,26,0,1,20,16,5,2,2,2031,Kent State,106,31,155,31,19,3,45,0,1,17,13,3,1,0,1569,2015,11,6,2309,2084.0
BYU,36,25,293,37,23,7,84,0,1,17,13,6,0,0,1601,San Jose State,122,38,147,26,18,2,10,1,0,18,15,6,2,1,1999,2015,11,7,23,252.0
UCLA,284,52,390,43,28,10,71,0,0,33,18,11,1,1,2223,Oregon State,115,33,131,24,10,5,45,1,3,12,12,2,1,0,1377,2015,11,7,204,26.0
Hawaii,191,31,187,33,16,5,52,2,1,16,13,3,3,0,1437,UNLV,289,53,258,24,15,6,60,1,1,22,13,3,1,1,2163,2015,11,7,2439,62.0
Utah State,78,37,216,25,14,2,8,2,0,13,15,4,2,0,1726,New Mexico,132,48,104,12,4,7,67,0,1,10,14,2,1,0,1874,2015,11,7,167,328.0
UVA,127,32,280,42,29,8,80,0,1,24,13,4,0,0,1989,Miami (FL),143,33,286,26,20,7,52,0,1,18,13,8,0,0,1611,2015,11,7,2390,258.0
Idaho,177,45,317,39,26,3,24,2,1,27,16,9,0,0,2186,South Alabama,286,45,114,19,11,7,71,2,0,19,12,4,1,0,1414,2015,11,7,6,70.0
TCU,218,52,445,58,35,7,70,0,4,36,19,9,4,2,2226,Oklahoma State,81,26,375,27,18,7,67,0,0,16,11,2,0,0,1374,2015,11,7,197,2628.0
Texas Tech,179,42,199,36,22,8,75,0,1,23,18,7,4,3,1786,West Virginia,300,57,149,24,12,4,40,0,2,28,15,9,0,0,1814,2015,11,7,277,2641.0
Rutgers,128,32,97,27,11,7,80,0,1,17,13,3,1,0,1616,Michigan,150,42,337,26,18,6,60,0,0,25,13,7,0,0,1984,2015,11,7,130,164.0
Stanford,275,48,197,27,18,7,55,0,1,25,16,10,2,2,2281,Colorado,83,30,148,23,13,3,21,0,2,15,11,2,1,0,1319,2015,11,7,38,24.0
LA-Lafayette,145,41,162,27,18,12,126,0,1,19,14,3,1,1,1885,Georgia State,78,29,312,39,23,4,50,0,1,21,15,7,1,0,1715,2015,11,7,2247,309.0
Arkansas,163,39,442,45,33,2,20,0,0,35,13,7,2,2,2463,Ole Miss,222,32,368,34,24,4,22,0,0,31,10,6,1,0,1137,2015,11,7,145,8.0
Iowa,234,44,233,31,19,5,55,0,0,26,14,7,1,0,2070,Indiana,227,39,180,37,16,3,35,0,1,26,17,8,2,2,1530,2015,11,7,84,2294.0
North Carolina St,139,33,212,27,14,5,50,1,1,12,15,4,1,0,1706,Boston College,28,34,257,37,23,3,35,1,3,16,17,5,3,1,1894,2015,11,7,103,152.0
Notre Dame,175,42,262,26,19,2,20,1,0,22,14,8,1,0,2019,Pitt,175,31,223,32,12,3,25,0,1,18,14,6,1,1,1581,2015,11,7,221,87.0
Charlotte,131,48,264,38,25,7,77,0,1,27,16,5,2,2,1760,FIU,155,32,284,42,27,6,55,0,1,24,14,5,3,3,1840,2015,11,7,2229,2429.0
Penn State,125,30,237,41,22,9,70,1,1,17,17,4,0,0,1841,Northwestern,227,47,169,32,16,7,80,0,1,22,17,6,0,0,1759,2015,11,7,77,213.0
Rice,90,31,230,28,14,5,42,0,0,16,13,6,1,1,1596,UTEP,161,34,231,36,18,3,16,1,0,19,15,7,1,1,2004,2015,11,7,2638,242.0
Wisconsin,117,40,188,24,15,7,54,0,1,18,13,3,2,2,2006,Maryland,112,32,204,34,13,11,79,0,2,16,16,5,1,0,1594,2015,11,7,120,275.0
E Michigan,103,39,89,20,7,9,54,1,1,10,16,5,0,0,1481,Miami (OH),291,47,150,18,13,4,30,1,1,21,13,6,2,1,2119,2015,11,7,193,2199.0
Arizona State,202,42,256,45,28,3,25,1,1,24,20,10,4,3,1817,Washington St,15,17,497,55,36,2,20,0,1,22,15,6,3,3,1783,2015,11,7,265,9.0
Marshall,139,45,376,59,35,11,86,0,1,30,21,9,1,0,1898,Mid Tennessee,201,51,353,35,21,7,66,2,1,27,14,2,2,1,1702,2015,11,7,2393,276.0
South Carolina,152,40,233,39,20,6,40,1,0,23,17,6,2,1,1941,Tennessee,153,41,255,34,20,6,47,2,1,19,18,9,1,1,1659,2015,11,7,2633,2579.0
FAU,174,43,185,33,14,3,24,0,0,23,16,5,7,6,1900,W Kentucky,229,34,280,30,25,7,85,0,1,25,11,8,2,2,1700,2015,11,7,98,2226.0
Duke,327,44,206,40,20,8,72,1,2,30,13,6,2,2,1777,UNC,167,40,537,40,28,5,39,0,0,29,14,7,3,2,1823,2015,11,7,153,150.0
North Texas,82,36,234,45,25,3,35,3,1,20,17,6,5,3,1973,LA Tech,274,36,299,27,18,3,32,2,1,25,7,4,1,1,1627,2015,11,7,2348,249.0
Temple,268,37,268,25,18,7,81,0,0,20,13,5,1,1,1922,SMU,185,38,212,30,18,5,53,1,1,20,12,3,2,1,1678,2015,11,7,2567,218.0
Cincinnati,66,18,523,51,28,11,85,1,2,24,11,3,1,0,1347,Houston,266,63,161,24,16,4,40,0,2,24,19,8,2,1,2253,2015,11,7,248,2132.0
FSU,197,30,164,29,16,9,65,1,1,14,12,2,1,0,1689,Clemson,215,42,297,43,28,3,32,0,0,29,18,7,1,0,1911,2015,11,7,228,52.0
Army,124,44,45,8,2,4,27,0,0,9,14,3,1,0,1792,Air Force,196,47,156,10,7,2,20,0,0,14,15,7,0,0,1808,2015,11,7,2005,349.0
Vanderbilt,145,48,30,14,3,7,45,0,0,11,18,5,2,1,1914,Florida,93,34,165,26,13,8,61,3,1,12,13,3,3,0,1686,2015,11,7,57,238.0
Kentucky,79,24,101,23,9,7,58,1,2,8,12,3,1,0,1344,Georgia,300,52,90,19,10,6,60,2,0,21,13,5,2,1,2256,2015,11,7,61,96.0
Illinois,382,41,213,38,21,8,69,0,0,29,14,5,1,1,2016,Purdue,89,28,174,47,29,3,34,0,2,17,18,6,4,2,1584,2015,11,7,2509,356.0
UCF,109,40,303,43,23,8,60,2,2,22,18,7,3,2,2140,Tulsa,275,46,150,18,10,3,38,2,2,21,13,8,0,0,1460,2015,11,7,202,2116.0
UL Monroe,114,35,262,42,24,11,84,3,3,20,16,5,2,2,1888,Troy,148,35,345,36,24,5,30,0,0,20,17,9,2,0,1712,2015,11,7,2653,2433.0
UConn,146,42,81,19,8,4,45,0,1,9,17,3,1,1,1978,Tulane,34,25,106,40,13,2,10,0,1,9,20,5,2,2,1622,2015,11,7,2655,41.0
Akron,155,41,174,27,15,6,65,1,2,18,17,7,1,1,2034,UMass,88,32,173,44,19,2,27,0,2,19,15,3,4,2,1566,2015,11,7,113,2006.0
Colorado State,228,55,120,15,11,10,101,0,1,22,11,3,2,2,2240,Wyoming,130,34,109,21,10,9,66,3,1,14,9,2,1,0,1360,2015,11,7,2751,36.0
New Mexico St,230,48,297,45,24,5,37,0,0,26,23,13,3,2,1949,Texas State,113,37,287,36,21,4,30,1,2,20,15,7,2,2,1651,2015,11,7,326,166.0
Syracuse,102,36,184,37,19,4,20,1,2,13,18,4,3,2,2034,Louisville,217,31,362,36,24,9,84,3,1,23,9,1,1,1,1566,2015,11,7,97,183.0
Old Dominion,170,37,378,48,29,0,0,0,1,30,14,4,2,1,2149,UTSA,141,38,283,38,26,3,34,1,0,24,15,7,2,0,1451,2015,11,8,2636,295.0
Arizona,60,32,352,47,31,9,80,0,1,24,15,4,3,1,1702,USC,229,40,243,36,22,8,70,1,0,23,18,10,1,1,1898,2015,11,8,30,12.0
Navy,374,66,85,5,3,2,5,0,0,23,13,8,0,0,2217,Memphis,133,31,305,42,26,4,43,2,1,21,15,7,4,2,1383,2015,11,8,235,2426.0
Auburn,311,52,132,17,13,6,78,0,0,20,17,9,0,0,2037,Texas A&M,166,38,137,35,18,3,20,0,3,21,16,10,2,0,1563,2015,11,8,245,2.0
Cal,103,24,329,42,18,6,64,0,1,20,15,6,1,1,1364,Oregon,477,63,300,29,17,10,90,0,2,36,17,10,0,0,2236,2015,11,8,2483,25.0
Kansas,192,48,234,41,19,3,15,1,3,23,20,9,3,1,1943,Texas,299,40,299,30,19,6,36,1,0,20,13,6,1,1,1657,2015,11,8,251,2305.0
Michigan State,143,34,348,39,24,8,76,0,1,25,14,8,2,1,1945,Nebraska,179,36,320,33,19,5,55,0,2,24,12,6,1,1,1655,2015,11,8,158,127.0
Utah,191,45,155,25,12,6,60,2,1,19,15,6,2,1,1700,Washington,124,39,257,39,23,6,65,3,1,20,16,7,2,1,1900,2015,11,8,264,254.0
LSU,54,26,128,19,6,7,48,0,1,12,11,3,0,0,1233,Alabama,250,55,184,24,18,9,88,1,0,28,15,7,2,1,2367,2015,11,8,333,99.0
Iowa State,114,38,260,51,26,5,23,0,1,22,21,6,4,1,2012,Oklahoma,279,39,405,33,25,2,10,1,0,28,10,4,1,0,1588,2015,11,8,201,66.0
USF,242,60,200,23,12,6,58,1,0,23,19,6,1,1,2111,ECU,62,34,158,23,14,5,40,0,0,8,14,3,1,1,1489,2015,11,8,151,58.0
Minnesota,33,26,281,45,27,3,25,0,1,13,19,7,2,1,1888,OSU,189,44,187,22,12,5,45,1,0,18,16,7,0,0,1712,2015,11,8,194,135.0
Kent State,80,25,111,31,16,7,63,0,2,8,14,2,2,0,1426,Ohio,333,57,114,14,8,6,55,0,0,22,15,5,0,0,2174,2015,11,11,195,2309.0
Toledo,163,35,322,39,23,7,65,0,0,23,14,7,1,0,1673,Cent Michigan,59,20,349,53,33,5,63,0,1,21,17,8,2,1,1927,2015,11,11,2117,2649.0
Bowling Green,236,41,269,41,23,6,38,0,1,28,15,7,1,1,1463,W Michigan,205,45,282,40,24,5,45,1,1,27,13,4,3,1,2137,2015,11,12,2711,189.0
N Illinois,334,67,190,24,15,6,59,1,1,24,19,6,4,3,1912,Buffalo,78,23,354,47,31,5,26,0,3,23,13,5,2,1,1688,2015,11,12,2084,2459.0
LA-Lafayette,43,24,270,34,21,8,57,0,1,18,12,5,1,0,1668,South Alabama,207,52,288,31,18,7,59,0,1,26,17,8,1,1,1932,2015,11,13,6,309.0
