Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2017-08-31, Buffalo, 51, 22, 211, 42, 22, 4, 35, 0, 1, 13, 17, 5, 1, 0, 1381, 7, Minnesota, 169, 51, 239, 32, 19, 4, 35, 0, 1, 21, 18, 6, 1, 1, 2219, 17
2017-08-31, Presbyterian, 207, 45, 41, 9, 2, 5, 45, 0, 1, 12, 14, 4, 2, 0, 1941, 7, Wake Forest, 248, 45, 239, 27, 20, 4, 25, 0, 1, 28, 9, 5, 1, 1, 1659, 51
2017-08-31, Tennessee State, 238, 42, 145, 25, 12, 12, 101, 0, 0, 21, 14, 4, 1, 1, 2099, 17, Georgia State, 49, 29, 224, 23, 18, 6, 51, 3, 1, 14, 11, 4, 3, 1, 1501, 10
2017-08-31, Austin Peay, 224, 60, 89, 19, 9, 10, 87, 1, 1, 20, 16, 3, 5, 3, 2261, 14, Cincinnati, 97, 29, 151, 28, 17, 7, 70, 0, 0, 15, 11, 3, 0, 0, 1339, 26
2017-09-01, OSU, 292, 51, 304, 35, 20, 5, 50, 0, 0, 26, 19, 8, 3, 2, 1910, 49, Indiana, 17, 27, 420, 68, 42, 5, 33, 1, 2, 25, 20, 9, 1, 1, 1690, 21
2017-09-01, Fordham, 66, 34, 240, 41, 28, 5, 25, 0, 1, 20, 16, 5, 4, 2, 2071, 6, Army, 513, 47, 0, 2, 0, 3, 30, 1, 0, 22, 5, 4, 0, 0, 1529, 64
2017-09-01, Charlotte, 166, 35, 114, 29, 12, 11, 103, 0, 3, 13, 16, 5, 1, 0, 1617, 7, E Michigan, 126, 41, 267, 31, 22, 10, 70, 1, 1, 19, 15, 7, 1, 0, 1983, 24
2017-09-01, Sacramento St, 95, 35, 95, 25, 10, 1, 2, 0, 0, 8, 15, 1, 1, 0, 1746, 6, Idaho, 197, 44, 163, 19, 14, 3, 20, 1, 2, 15, 11, 2, 3, 2, 1854, 28
2017-09-01, New Mexico St, 151, 30, 398, 58, 40, 6, 59, 0, 2, 27, 18, 11, 1, 0, 1820, 31, Arizona State, 79, 40, 321, 30, 24, 1, 10, 0, 0, 19, 15, 5, 1, 1, 1780, 37
2017-09-01, UL Monroe, 146, 49, 279, 37, 21, 8, 53, 3, 1, 25, 18, 10, 2, 2, 2262, 29, Memphis, 319, 39, 97, 25, 10, 10, 96, 1, 1, 16, 16, 7, 0, 0, 1338, 37
2017-09-01, Florida A&M, 80, 31, 95, 29, 14, 7, 55, 1, 0, 9, 16, 3, 4, 3, 1530, 7, Arkansas, 236, 45, 179, 22, 16, 2, 20, 0, 1, 26, 10, 7, 0, 0, 2070, 49
2017-09-02, W Michigan, 263, 48, 94, 23, 12, 6, 34, 0, 1, 24, 14, 5, 0, 0, 2078, 31, USC, 232, 34, 289, 33, 23, 9, 94, 0, 2, 25, 11, 7, 0, 0, 1522, 49
2017-09-02, Boston College, 148, 50, 191, 42, 26, 8, 79, 0, 1, 21, 24, 9, 2, 2, 2019, 23, N Illinois, 164, 35, 203, 39, 16, 8, 70, 0, 1, 18, 15, 2, 2, 1, 1581, 20
2017-09-02, UTEP, 73, 21, 94, 27, 16, 5, 50, 1, 0, 11, 12, 4, 0, 0, 1524, 7, Oklahoma, 180, 38, 496, 36, 32, 5, 60, 0, 0, 35, 7, 4, 2, 0, 2076, 56
2017-09-02, VMI, 55, 28, 40, 19, 10, 2, 20, 0, 1, 6, 14, 3, 0, 0, 1479, 0, Air Force, 473, 67, 190, 14, 10, 5, 53, 0, 0, 32, 10, 7, 1, 1, 2121, 62
2017-09-02, SF Austin, 75, 35, 144, 31, 16, 10, 85, 1, 1, 15, 14, 4, 2, 1, 1748, 14, SMU, 243, 48, 222, 23, 12, 4, 30, 0, 0, 25, 12, 5, 2, 2, 1852, 58
2017-09-02, Washington, 84, 24, 284, 30, 17, 6, 56, 0, 0, 17, 11, 3, 0, 0, 1311, 30, Rutgers, 131, 42, 178, 35, 24, 4, 25, 0, 2, 19, 19, 9, 2, 1, 2289, 14
2017-09-02, Albany (N.Y.), 115, 41, 160, 31, 13, 7, 65, 0, 1, 18, 15, 4, 2, 1, 2032, 17, Old Dominion, 98, 31, 187, 26, 18, 3, 30, 1, 2, 15, 12, 4, 2, 1, 1568, 31
2017-09-02, Akron, 73, 34, 86, 29, 14, 9, 84, 0, 1, 12, 17, 4, 0, 0, 1830, 0, Penn State, 247, 34, 322, 31, 21, 5, 45, 0, 1, 24, 9, 3, 2, 1, 1770, 52
2017-09-02, Houston Bapist, 59, 40, 199, 34, 21, 11, 113, 1, 0, 20, 14, 2, 2, 0, 1875, 11, Texas State, 155, 41, 135, 28, 18, 7, 70, 1, 1, 18, 14, 4, 1, 0, 1725, 20
2017-09-02, Wyoming, 59, 30, 174, 40, 23, 5, 40, 0, 2, 15, 18, 5, 2, 1, 1866, 3, Iowa, 138, 41, 125, 15, 8, 3, 25, 3, 1, 16, 13, 4, 2, 2, 1734, 24
2017-09-02, Youngstown St, 107, 26, 311, 32, 18, 5, 45, 0, 1, 19, 11, 4, 2, 2, 1529, 21, Pitt, 208, 53, 140, 24, 17, 0, 0, 1, 0, 24, 16, 9, 3, 3, 2071, 28
2017-09-02, Alabama A&M, 45, 33, 138, 29, 13, 6, 44, 0, 1, 9, 14, 1, 1, 0, 1784, 7, UAB, 252, 59, 165, 22, 12, 8, 79, 1, 0, 23, 18, 7, 3, 2, 1816, 38
2017-09-02, Cal, 106, 35, 363, 38, 24, 9, 57, 0, 2, 20, 18, 8, 2, 2, 1787, 35, UNC, 219, 45, 221, 44, 25, 7, 50, 1, 2, 28, 16, 7, 2, 1, 1813, 30
2017-09-02, Ga Southern, 70, 47, 8, 9, 4, 3, 15, 0, 1, 8, 15, 0, 2, 1, 1768, 7, Auburn, 351, 53, 184, 26, 15, 4, 42, 2, 1, 25, 16, 6, 3, 2, 1832, 41
2017-09-02, Navy, 416, 68, 110, 10, 3, 2, 20, 1, 1, 23, 17, 9, 2, 2, 2387, 42, FAU, 40, 24, 286, 33, 21, 4, 20, 0, 2, 16, 14, 5, 1, 0, 1213, 19
2017-09-02, SE Missouri St, 83, 34, 170, 43, 25, 6, 52, 1, 0, 13, 20, 6, 4, 1, 2091, 16, Kansas, 73, 25, 364, 37, 23, 5, 49, 1, 2, 17, 15, 6, 1, 1, 1509, 38
2017-09-02, Louisville, 146, 33, 378, 46, 30, 16, 110, 3, 0, 27, 16, 7, 0, 0, 1911, 35, Purdue, 51, 21, 293, 57, 33, 6, 69, 1, 3, 25, 14, 5, 3, 2, 1689, 28
2017-09-02, Miami (OH), 131, 42, 298, 44, 23, 5, 51, 1, 1, 25, 17, 8, 3, 3, 2144, 26, Marshall, 59, 25, 208, 30, 20, 6, 43, 1, 1, 15, 13, 7, 1, 0, 1456, 31
2017-09-02, Kentucky, 78, 35, 176, 20, 11, 8, 60, 1, 0, 12, 13, 3, 0, 0, 1741, 24, Southern Miss, 55, 38, 309, 40, 22, 8, 69, 3, 0, 19, 17, 4, 4, 2, 1859, 17
2017-09-02, Stony Brook, 92, 36, 137, 34, 17, 6, 53, 0, 2, 14, 17, 5, 0, 0, 1941, 17, USF, 153, 49, 186, 32, 19, 5, 40, 0, 1, 21, 20, 10, 2, 1, 1659, 31
2017-09-02, E Washington, 81, 36, 220, 36, 23, 5, 55, 1, 2, 19, 15, 6, 2, 1, 1641, 10, Texas Tech, 177, 40, 449, 35, 31, 11, 120, 0, 0, 32, 10, 5, 2, 0, 1959, 56
2017-09-02, Ball State, 171, 51, 204, 34, 21, 2, 25, 1, 1, 21, 21, 12, 2, 1, 2193, 21, Illinois, 71, 30, 145, 19, 10, 3, 30, 0, 1, 14, 10, 2, 1, 1, 1407, 24
2017-09-02, Nevada, 142, 26, 199, 37, 16, 6, 65, 1, 1, 19, 14, 5, 2, 0, 1265, 20, Northwestern, 156, 50, 352, 38, 28, 8, 90, 1, 1, 26, 19, 8, 5, 3, 2335, 31
2017-09-02, Bowling Green, 67, 24, 145, 31, 10, 4, 20, 0, 1, 9, 13, 2, 2, 0, 1319, 10, Michigan State, 215, 46, 250, 36, 22, 4, 25, 3, 0, 25, 15, 8, 0, 0, 2281, 35
2017-09-02, William & Mary, 168, 41, 72, 13, 7, 2, 10, 0, 1, 12, 11, 1, 2, 2, 1680, 10, UVA, 92, 32, 262, 40, 27, 3, 15, 0, 0, 19, 18, 9, 4, 2, 1920, 28
2017-09-02, Maryland, 263, 43, 219, 15, 12, 10, 53, 0, 1, 18, 11, 3, 0, 0, 1784, 51, Texas, 98, 31, 375, 53, 34, 11, 117, 1, 1, 26, 18, 9, 4, 0, 1816, 41
2017-09-02, Bethune-Cookman, 121, 30, 229, 39, 25, 13, 101, 1, 1, 20, 17, 8, 2, 2, 2069, 13, Miami (FL), 317, 34, 233, 31, 18, 8, 83, 0, 0, 28, 8, 4, 0, 0, 1531, 41
2017-09-02, Cent Arkansas, 223, 55, 198, 35, 27, 3, 15, 2, 1, 28, 19, 10, 3, 2, 2233, 19, Kansas State, 186, 31, 333, 16, 10, 6, 58, 0, 0, 16, 9, 5, 1, 0, 1367, 55
2017-09-02, Troy, 76, 29, 139, 34, 17, 8, 60, 2, 1, 11, 16, 4, 1, 1, 1464, 13, Boise State, 147, 44, 210, 32, 19, 7, 47, 1, 1, 19, 19, 9, 4, 0, 2136, 24
2017-09-02, JMU, 422, 44, 192, 22, 15, 14, 172, 1, 1, 23, 11, 5, 1, 0, 1797, 34, ECU, 70, 30, 292, 53, 28, 8, 61, 1, 3, 28, 16, 6, 5, 2, 1803, 14
2017-09-02, Liberty, 138, 43, 447, 60, 44, 8, 95, 0, 0, 31, 24, 15, 2, 2, 2296, 48, Baylor, 254, 34, 278, 30, 14, 7, 61, 0, 2, 22, 12, 4, 2, 2, 1304, 45
2017-09-02, Michigan, 215, 49, 218, 26, 12, 7, 55, 0, 2, 19, 18, 6, 1, 1, 2053, 33, Florida, 11, 27, 181, 26, 14, 5, 45, 3, 0, 9, 13, 2, 2, 1, 1547, 17
2017-09-02, Northwestern St, 133, 33, 256, 40, 20, 8, 54, 1, 2, 22, 14, 3, 0, 0, 1958, 24, LA Tech, 221, 37, 276, 35, 18, 5, 50, 3, 0, 22, 15, 7, 1, 0, 1642, 52
2017-09-02, Kent State, 119, 44, 1, 5, 1, 11, 79, 0, 0, 5, 16, 4, 0, 0, 1985, 3, Clemson, 353, 43, 312, 35, 25, 4, 45, 0, 1, 34, 10, 5, 1, 1, 1615, 56
2017-09-02, South Alabama, 170, 37, 204, 31, 19, 3, 22, 0, 0, 25, 10, 1, 2, 1, 1911, 27, Ole Miss, 102, 29, 429, 35, 28, 7, 45, 1, 0, 23, 11, 6, 1, 1, 1689, 47
2017-09-02, Temple, 85, 37, 245, 35, 19, 6, 42, 1, 0, 18, 17, 5, 2, 0, 2029, 16, Notre Dame, 422, 44, 184, 30, 17, 4, 20, 0, 1, 26, 13, 6, 2, 1, 1571, 49
2017-09-02, UMass, 79, 26, 362, 45, 27, 7, 64, 2, 0, 23, 13, 5, 1, 1, 1515, 28, Coastal Carolina, 321, 47, 80, 18, 10, 6, 68, 0, 0, 20, 11, 1, 2, 2, 2085, 38
2017-09-02, Hampton, 47, 32, 61, 24, 6, 10, 67, 2, 0, 7, 15, 2, 0, 0, 1457, 0, Ohio, 248, 53, 172, 19, 13, 6, 54, 0, 1, 22, 14, 7, 3, 3, 2143, 59
2017-09-02, NC Central, 64, 31, 94, 18, 11, 7, 66, 0, 1, 8, 12, 2, 1, 0, 1751, 7, Duke, 243, 47, 281, 34, 26, 3, 40, 0, 0, 30, 14, 6, 4, 3, 1849, 60
2017-09-02, Utah State, 85, 27, 219, 41, 25, 9, 93, 1, 3, 16, 16, 5, 3, 2, 1601, 10, Wisconsin, 234, 45, 244, 23, 15, 9, 73, 2, 0, 25, 12, 8, 0, 0, 1999, 59
2017-09-02, Lamar, 86, 33, 180, 41, 20, 3, 15, 1, 1, 15, 18, 4, 4, 2, 1266, 14, North Texas, 436, 60, 232, 24, 17, 5, 40, 1, 0, 31, 11, 3, 3, 2, 2334, 59
2017-09-02, North Carolina St, 89, 35, 415, 64, 45, 8, 65, 2, 0, 29, 20, 9, 4, 2, 2214, 28, South Carolina, 31, 21, 215, 29, 17, 6, 45, 0, 1, 12, 12, 5, 0, 0, 1386, 35
2017-09-02, Appalachian St, 136, 32, 148, 32, 21, 11, 105, 0, 0, 12, 18, 7, 1, 0, 1864, 10, Georgia, 221, 44, 147, 20, 11, 8, 46, 0, 2, 18, 14, 5, 1, 1, 1736, 31
2017-09-02, Portland State, 291, 54, 224, 28, 16, 5, 55, 1, 2, 28, 13, 4, 4, 2, 2182, 32, Oregon State, 154, 32, 235, 25, 18, 5, 52, 1, 1, 18, 10, 3, 0, 0, 1418, 35
2017-09-02, Colorado State, 88, 33, 309, 47, 24, 10, 120, 1, 2, 23, 18, 9, 3, 0, 1877, 3, Colorado, 143, 38, 202, 29, 21, 7, 59, 0, 2, 19, 14, 7, 0, 0, 1723, 17
2017-09-02, Missouri State, 139, 39, 353, 35, 24, 4, 30, 1, 1, 21, 16, 8, 0, 0, 2296, 43, Missouri, 294, 41, 521, 34, 21, 6, 52, 1, 1, 35, 12, 8, 1, 0, 1304, 72
2017-09-02, Cal Poly, 196, 61, 37, 10, 4, 3, 15, 3, 0, 13, 18, 6, 1, 1, 2005, 13, San Jose State, 271, 52, 211, 26, 15, 7, 57, 2, 0, 23, 17, 8, 3, 1, 1595, 34
2017-09-02, Charleston So, 18, 39, 15, 8, 3, 4, 30, 0, 0, 2, 14, 2, 0, 0, 1655, 0, Miss St, 281, 50, 274, 36, 20, 7, 60, 0, 0, 29, 15, 6, 1, 1, 1945, 49
2017-09-02, E Kentucky, 25, 22, 320, 48, 29, 5, 65, 0, 0, 22, 15, 8, 2, 1, 1822, 17, W Kentucky, 100, 40, 264, 31, 20, 3, 25, 1, 0, 20, 17, 10, 3, 3, 1778, 31
2017-09-02, SE Louisiana, 343, 54, 171, 25, 15, 9, 77, 1, 1, 24, 17, 10, 0, 0, 2047, 48, LA-Lafayette, 201, 36, 162, 23, 12, 4, 16, 0, 0, 16, 13, 5, 1, 1, 1553, 51
2017-09-03, Southern Utah, 99, 38, 266, 48, 25, 5, 52, 0, 2, 25, 18, 4, 3, 0, 2026, 21, Oregon, 348, 52, 355, 27, 23, 12, 115, 2, 0, 37, 8, 5, 0, 0, 1574, 77
2017-09-03, Vanderbilt, 71, 35, 296, 28, 20, 6, 69, 0, 0, 15, 16, 8, 0, 0, 2193, 28, Mid Tennessee, 49, 26, 166, 31, 18, 4, 14, 0, 1, 14, 12, 0, 2, 0, 1407, 6
2017-09-03, BYU, -5, 14, 102, 24, 12, 5, 39, 0, 1, 6, 10, 2, 1, 0, 1086, 0, LSU, 296, 57, 183, 18, 15, 10, 86, 0, 0, 26, 10, 5, 1, 0, 2514, 27
2017-09-03, Northern Iowa, 119, 22, 259, 38, 23, 8, 71, 0, 3, 21, 11, 3, 0, 0, 1744, 24, Iowa State, 134, 35, 271, 36, 27, 7, 74, 0, 1, 24, 15, 7, 2, 2, 1856, 42
2017-09-03, N Arizona, 185, 42, 377, 50, 27, 9, 78, 1, 2, 29, 19, 10, 3, 1, 2055, 24, Arizona, 506, 47, 89, 14, 7, 9, 81, 0, 0, 23, 11, 3, 2, 2, 1545, 62
2017-09-03, Arkansas State, 82, 21, 415, 68, 46, 9, 63, 0, 2, 32, 13, 7, 0, 0, 1662, 36, Nebraska, 225, 38, 238, 32, 19, 8, 75, 0, 0, 25, 14, 7, 0, 0, 1938, 43
2017-09-03, UC Davis, 57, 27, 258, 24, 19, 9, 79, 1, 2, 16, 11, 4, 1, 0, 1254, 17, San Diego State, 276, 52, 237, 23, 17, 10, 87, 1, 1, 28, 13, 8, 0, 0, 2346, 38
2017-09-03, W Carolina, 212, 48, 270, 41, 23, 8, 74, 2, 1, 30, 17, 7, 1, 0, 1698, 18, Hawaii, 299, 49, 154, 24, 12, 11, 104, 0, 2, 23, 12, 5, 1, 0, 1902, 41
2017-09-03, FSU, 40, 27, 210, 33, 19, 4, 30, 1, 2, 15, 13, 4, 1, 0, 1633, 7, Alabama, 173, 42, 96, 18, 10, 5, 30, 0, 0, 13, 16, 3, 2, 2, 1967, 24
2017-09-03, Incarnate Word, -30, 27, 155, 31, 15, 7, 50, 1, 1, 8, 16, 3, 0, 0, 1642, 0, Fresno State, 199, 40, 414, 37, 23, 3, 15, 0, 0, 26, 16, 10, 1, 0, 1958, 66
2017-09-03, Montana State, 115, 32, 28, 12, 5, 4, 23, 0, 1, 7, 11, 1, 2, 2, 1612, 0, Washington St, 150, 25, 361, 48, 40, 4, 32, 1, 0, 27, 14, 10, 0, 0, 1988, 31
2017-09-03, Grambling St, 77, 22, 148, 27, 15, 11, 80, 0, 1, 10, 12, 4, 1, 1, 1426, 14, Tulane, 296, 51, 185, 15, 10, 8, 75, 0, 0, 26, 11, 7, 0, 0, 2174, 43
2017-09-03, West Virginia, 221, 35, 371, 54, 31, 9, 81, 0, 1, 29, 19, 5, 3, 2, 1740, 24, VT, 234, 45, 235, 27, 15, 5, 34, 0, 0, 21, 15, 3, 1, 1, 1860, 31
2017-09-03, Texas A&M, 382, 63, 89, 30, 9, 5, 39, 0, 0, 23, 21, 9, 1, 0, 2182, 44, UCLA, 63, 25, 491, 59, 35, 7, 56, 3, 0, 28, 16, 6, 3, 2, 1418, 45
2017-09-03, Jackson State, 24, 42, 41, 14, 7, 3, 10, 1, 1, 7, 14, 1, 1, 0, 1997, 0, TCU, 242, 36, 300, 30, 23, 5, 51, 0, 1, 24, 11, 7, 2, 0, 1603, 63
2017-09-03, Abil Christian, 8, 21, 274, 55, 35, 6, 48, 1, 2, 20, 18, 7, 1, 0, 2019, 14, New Mexico, 259, 40, 222, 18, 12, 4, 29, 2, 0, 21, 9, 3, 3, 1, 1581, 38
2017-09-03, Howard, 309, 61, 140, 26, 15, 10, 96, 0, 1, 21, 20, 10, 4, 2, 1950, 43, UNLV, 344, 46, 220, 21, 11, 13, 90, 3, 0, 25, 11, 4, 0, 0, 1650, 40
2017-09-05, Tennessee, 148, 22, 221, 37, 20, 2, 20, 0, 0, 18, 12, 5, 1, 0, 1113, 42, Georgia Tech, 535, 86, 120, 10, 5, 4, 37, 2, 0, 33, 18, 13, 0, 0, 2487, 41
2017-09-08, Alcorn State, 78, 25, 191, 34, 22, 9, 81, 0, 0, 12, 15, 8, 1, 0, 1636, 10, FIU, 137, 40, 328, 33, 21, 5, 30, 1, 0, 26, 16, 10, 1, 0, 1964, 17
2017-09-08, Idaho State, 113, 38, 190, 31, 17, 6, 46, 0, 2, 15, 14, 3, 1, 0, 1700, 13, Utah State, 255, 49, 341, 32, 27, 9, 48, 1, 1, 30, 12, 6, 0, 0, 1900, 51
2017-09-09, Jacksonville St, 116, 38, 73, 14, 8, 5, 53, 1, 2, 14, 9, 3, 0, 0, 1707, 10, Georgia Tech, 210, 49, 112, 7, 5, 8, 70, 0, 0, 17, 12, 5, 1, 0, 1893, 37
2017-09-09, Old Dominion, 197, 48, 169, 29, 13, 5, 32, 0, 0, 19, 19, 9, 2, 0, 1975, 17, UMass, 79, 36, 253, 37, 22, 3, 40, 0, 0, 20, 19, 8, 3, 1, 1625, 7
2017-09-09, Chattanooga, 68, 27, 174, 32, 15, 4, 10, 0, 2, 12, 14, 3, 3, 1, 1648, 10, LSU, 222, 46, 232, 18, 9, 11, 74, 0, 0, 22, 12, 5, 1, 1, 1952, 45
2017-09-09, ECU, 142, 32, 328, 47, 23, 8, 103, 0, 2, 21, 18, 7, 2, 1, 1902, 20, West Virginia, 211, 47, 403, 34, 24, 4, 55, 0, 0, 30, 13, 6, 1, 1, 1698, 56
2017-09-09, Cent Michigan, 123, 35, 467, 37, 28, 9, 80, 1, 0, 26, 13, 4, 2, 2, 1845, 45, Kansas, 147, 34, 323, 62, 32, 9, 65, 0, 2, 29, 18, 5, 5, 4, 1755, 27
2017-09-09, Nebraska, 109, 29, 252, 41, 19, 3, 25, 0, 4, 19, 14, 2, 2, 2, 1762, 35, Oregon, 201, 44, 365, 33, 25, 12, 103, 1, 1, 22, 14, 7, 1, 0, 1838, 42
2017-09-09, Oklahoma State, 163, 37, 342, 41, 26, 4, 25, 0, 0, 29, 16, 7, 2, 2, 1804, 44, South Alabama, 41, 27, 134, 24, 14, 3, 40, 1, 1, 12, 10, 1, 1, 1, 1796, 7
2017-09-09, Cincinnati, 68, 30, 132, 40, 15, 4, 30, 0, 2, 13, 19, 6, 1, 0, 1773, 14, Michigan, 193, 37, 221, 29, 17, 7, 68, 2, 0, 16, 15, 5, 1, 1, 1827, 36
2017-09-09, TCU, 195, 42, 166, 31, 21, 6, 60, 1, 1, 24, 14, 10, 0, 0, 2032, 28, Arkansas, 129, 31, 138, 23, 9, 5, 49, 1, 0, 13, 14, 4, 2, 1, 1568, 7
2017-09-09, W Michigan, 116, 36, 79, 27, 12, 3, 20, 0, 1, 11, 15, 1, 5, 3, 1630, 14, Michigan State, 296, 49, 161, 21, 13, 3, 30, 1, 1, 21, 15, 7, 1, 1, 1970, 28
2017-09-09, E Michigan, 114, 35, 260, 37, 19, 9, 93, 1, 0, 19, 17, 4, 2, 2, 1777, 16, Rutgers, 128, 30, 198, 38, 17, 9, 88, 0, 2, 15, 16, 4, 0, 0, 1823, 13
2017-09-09, UNLV, 357, 50, 193, 16, 10, 5, 47, 0, 1, 22, 12, 5, 2, 2, 1855, 44, Idaho, 123, 36, 261, 34, 22, 4, 40, 0, 1, 18, 15, 5, 4, 2, 1745, 16
2017-09-09, Texas State, 156, 47, 127, 18, 8, 2, 16, 1, 1, 12, 15, 2, 1, 0, 2005, 3, Colorado, 91, 41, 339, 36, 23, 5, 35, 0, 0, 21, 15, 4, 2, 1, 1595, 37
2017-09-09, Oklahoma, 104, 37, 386, 35, 27, 3, 26, 2, 0, 27, 11, 4, 3, 1, 2117, 31, OSU, 167, 34, 183, 35, 19, 9, 87, 0, 1, 21, 15, 7, 1, 0, 1483, 16
2017-09-09, South Dakota, 214, 52, 306, 34, 19, 11, 86, 0, 0, 28, 16, 6, 2, 0, 1983, 35, Bowling Green, 161, 35, 315, 50, 21, 14, 155, 2, 1, 23, 19, 6, 2, 1, 1617, 27
2017-09-09, UAB, 336, 49, 168, 24, 15, 9, 81, 2, 0, 24, 13, 7, 2, 0, 1522, 31, Ball State, 160, 44, 217, 35, 23, 4, 36, 0, 0, 24, 17, 11, 1, 0, 2078, 51
2017-09-09, San Jose State, 42, 23, 129, 29, 15, 7, 49, 1, 1, 8, 12, 2, 2, 0, 1261, 0, Texas, 406, 59, 217, 29, 16, 6, 68, 0, 0, 32, 15, 10, 1, 1, 2339, 56
2017-09-09, Toledo, 194, 60, 232, 27, 19, 14, 110, 0, 0, 28, 15, 7, 1, 0, 2414, 37, Nevada, 109, 24, 277, 37, 19, 9, 75, 1, 1, 22, 13, 5, 3, 1, 1186, 24
2017-09-09, Ohio, 160, 38, 236, 29, 17, 3, 30, 2, 0, 22, 14, 5, 2, 1, 1688, 21, Purdue, 263, 44, 295, 23, 15, 4, 45, 0, 0, 25, 10, 3, 1, 1, 1912, 44
2017-09-09, Towson, 99, 36, 210, 36, 21, 5, 39, 0, 2, 17, 18, 9, 1, 0, 2297, 17, Maryland, 367, 36, 167, 18, 14, 5, 55, 0, 0, 23, 6, 2, 2, 1, 1303, 63
2017-09-09, North Texas, 69, 27, 424, 47, 32, 7, 58, 1, 2, 22, 15, 6, 3, 1, 1922, 32, SMU, 99, 34, 394, 41, 22, 4, 50, 0, 1, 20, 18, 9, 1, 1, 1678, 54
2017-09-09, Savannah State, 77, 33, 37, 18, 5, 9, 104, 0, 0, 6, 13, 1, 1, 0, 1747, 7, Appalachian St, 279, 47, 345, 22, 16, 8, 106, 2, 0, 27, 12, 7, 0, 0, 1853, 54
2017-09-09, Weber State, 140, 38, 431, 45, 25, 6, 50, 3, 0, 24, 17, 9, 4, 1, 2113, 20, Cal, 231, 34, 200, 28, 20, 6, 34, 1, 0, 19, 13, 4, 2, 2, 1487, 33
