User,Item,value
2014.0-11.0-8.0-3066.0|2043.0,SpreadSIA,
2014.0-11.0-8.0-2698.0|53.0,SpreadSIA,
2014.0-11.0-8.0-32.0|266.0,SpreadSIA,
2014.0-11.0-8.0-2283.0|2524.0,SpreadSIA,
2014.0-11.0-8.0-2741.0|2044.0,SpreadSIA,
2014.0-11.0-8.0-2674.0|2086.0,SpreadSIA,
2014.0-11.0-8.0-2001.0|2237.0,SpreadSIA,
2014.0-11.0-8.0-2600.0|2802.0,SpreadSIA,
2014.0-11.0-8.0-49.0|2141.0,SpreadSIA,
2014.0-11.0-8.0-2286.0|2155.0,SpreadSIA,
2014.0-11.0-8.0-375.0|2257.0,SpreadSIA,
2014.0-11.0-8.0-446.0|433.0,SpreadSIA,
2014.0-11.0-8.0-2654.0|2825.0,SpreadSIA,
2014.0-11.0-8.0-2938.0|2047.0,SpreadSIA,
2014.0-11.0-8.0-509.0|101.0,SpreadSIA,
2014.0-11.0-8.0-134.0|559.0,SpreadSIA,
2014.0-11.0-8.0-3071.0|2042.0,SpreadSIA,
2014.0-11.0-8.0-2834.0|2347.0,SpreadSIA,
2014.0-11.0-8.0-2101.0|2900.0,SpreadSIA,
2014.0-11.0-8.0-137.0|2438.0,SpreadSIA,
2014.0-11.0-8.0-2815.0|2122.0,SpreadSIA,
2014.0-11.0-8.0-2635.0|2546.0,SpreadSIA,
2014.0-11.0-8.0-568.0|2594.0,SpreadSIA,
2014.0-11.0-8.0-2553.0|2757.0,SpreadSIA,
2014.0-11.0-8.0-50.0|2569.0,SpreadSIA,
2014.0-11.0-8.0-2844.0|2364.0,SpreadSIA,
2014.0-11.0-8.0-613.0|2586.0,SpreadSIA,
2014.0-11.0-8.0-2623.0|79.0,SpreadSIA,
2014.0-11.0-8.0-2069.0|2424.0,SpreadSIA,
2014.0-11.0-8.0-199.0|2033.0,SpreadSIA,
2014.0-11.0-8.0-630.0|2824.0,SpreadSIA,
2014.0-11.0-8.0-2653.0|2247.0,SpreadSIA,-7.0
2014.0-11.0-8.0-2402.0|2292.0,SpreadSIA,
2014.0-11.0-8.0-2231.0|2403.0,SpreadSIA,
2014.0-11.0-8.0-2000.0|2466.0,SpreadSIA,
2014.0-11.0-8.0-2032.0|6.0,SpreadSIA,-11.0
2014.0-11.0-8.0-2568.0|2271.0,SpreadSIA,
2014.0-11.0-8.0-271.0|2738.0,SpreadSIA,
2014.0-11.0-8.0-271.0|2738.0,SpreadSIA,
2014.0-11.0-8.0-271.0|2738.0,SpreadSIA,
2014.0-11.0-8.0-90.0|2118.0,SpreadSIA,
2014.0-11.0-8.0-2714.0|2146.0,SpreadSIA,
2014.0-11.0-8.0-56.0|2368.0,SpreadSIA,
2014.0-11.0-8.0-2214.0|138.0,SpreadSIA,
2014.0-11.0-8.0-331.0|149.0,SpreadSIA,
2014.0-11.0-8.0-9.0|87.0,SpreadSIA,-3.0
2014.0-11.0-8.0-295.0|2229.0,SpreadSIA,-5.0
2014.0-11.0-8.0-2335.0|2405.0,SpreadSIA,
2014.0-11.0-8.0-349.0|41.0,SpreadSIA,4.5
2014.0-11.0-8.0-163.0|219.0,SpreadSIA,
2014.0-11.0-8.0-556.0|2224.0,SpreadSIA,
2014.0-11.0-8.0-248.0|2655.0,SpreadSIA,-17.5
2014.0-11.0-8.0-2535.0|2717.0,SpreadSIA,
2014.0-11.0-8.0-399.0|48.0,SpreadSIA,
2014.0-11.0-8.0-2.0|245.0,SpreadSIA,-23.5
2014.0-11.0-8.0-2305.0|66.0,SpreadSIA,
2014.0-11.0-8.0-2729.0|2210.0,SpreadSIA,
2014.0-11.0-8.0-2026.0|2433.0,SpreadSIA,-4.0
2014.0-11.0-8.0-251.0|277.0,SpreadSIA,3.0
2014.0-11.0-8.0-2029.0|2504.0,SpreadSIA,
2014.0-11.0-8.0-77.0|130.0,SpreadSIA,1.5
2014.0-11.0-8.0-17.0|2850.0,SpreadSIA,
2014.0-11.0-8.0-2439.0|2005.0,SpreadSIA,4.5
2014.0-11.0-8.0-326.0|290.0,SpreadSIA,12.0
2014.0-11.0-8.0-2318.0|2923.0,SpreadSIA,
2014.0-11.0-8.0-344.0|2630.0,SpreadSIA,
2014.0-11.0-8.0-415.0|2333.0,SpreadSIA,
2014.0-11.0-8.0-98.0|2638.0,SpreadSIA,-9.5
2014.0-11.0-8.0-2848.0|2278.0,SpreadSIA,
2014.0-11.0-8.0-2508.0|203.0,SpreadSIA,
2014.0-11.0-8.0-2191.0|2264.0,SpreadSIA,
2014.0-11.0-8.0-2486.0|2721.0,SpreadSIA,
2014.0-11.0-8.0-2110.0|2320.0,SpreadSIA,
2014.0-11.0-8.0-2453.0|2560.0,SpreadSIA,
2014.0-11.0-8.0-2028.0|2888.0,SpreadSIA,
2014.0-11.0-8.0-2829.0|2049.0,SpreadSIA,
2014.0-11.0-8.0-204.0|265.0,SpreadSIA,-8.5
2014.0-11.0-8.0-2401.0|2695.0,SpreadSIA,
2014.0-11.0-8.0-2545.0|2277.0,SpreadSIA,
2014.0-11.0-8.0-7.0|2731.0,SpreadSIA,
2014.0-11.0-8.0-301.0|2413.0,SpreadSIA,
2014.0-11.0-8.0-2464.0|302.0,SpreadSIA,
2014.0-11.0-8.0-205.0|2930.0,SpreadSIA,
2014.0-11.0-8.0-125.0|2838.0,SpreadSIA,
2014.0-11.0-8.0-147.0|2502.0,SpreadSIA,
2014.0-11.0-8.0-304.0|13.0,SpreadSIA,
2014.0-11.0-8.0-2396.0|2657.0,SpreadSIA,
2014.0-11.0-8.0-2046.0|2634.0,SpreadSIA,
2014.0-11.0-8.0-233.0|2710.0,SpreadSIA,
2014.0-11.0-8.0-16.0|253.0,SpreadSIA,
2014.0-11.0-8.0-2837.0|2627.0,SpreadSIA,
2014.0-11.0-8.0-2460.0|2449.0,SpreadSIA,
2014.0-11.0-8.0-2542.0|47.0,SpreadSIA,
2014.0-11.0-8.0-2823.0|200.0,SpreadSIA,
2014.0-11.0-8.0-390.0|365.0,SpreadSIA,
2014.0-11.0-8.0-52.0|258.0,SpreadSIA,-21.0
2014.0-11.0-8.0-21.0|70.0,SpreadSIA,-20.5
2014.0-11.0-9.0-36.0|62.0,SpreadSIA,-20.5
2014.0-11.0-9.0-2582.0|2640.0,SpreadSIA,
2014.0-11.0-9.0-2588.0|386.0,SpreadSIA,
2014.0-11.0-9.0-143.0|3162.0,SpreadSIA,
2014.0-11.0-9.0-2377.0|2617.0,SpreadSIA,
2014.0-11.0-9.0-167.0|68.0,SpreadSIA,18.0
2014.0-11.0-9.0-2572.0|276.0,SpreadSIA,
2014.0-11.0-9.0-2704.0|241.0,SpreadSIA,
2014.0-11.0-9.0-267.0|2336.0,SpreadSIA,
2014.0-11.0-9.0-2916.0|2534.0,SpreadSIA,
2014.0-11.0-9.0-249.0|2226.0,SpreadSIA,2.5
2014.0-11.0-9.0-264.0|26.0,SpreadSIA,5.0
2014.0-11.0-9.0-222.0|119.0,SpreadSIA,
2014.0-11.0-9.0-103.0|97.0,SpreadSIA,3.0
2014.0-11.0-9.0-2628.0|2306.0,SpreadSIA,-6.5
2014.0-11.0-9.0-238.0|57.0,SpreadSIA,14.5
2014.0-11.0-9.0-2025.0|2395.0,SpreadSIA,
2014.0-11.0-9.0-166.0|309.0,SpreadSIA,17.0
2014.0-11.0-9.0-127.0|194.0,SpreadSIA,-4.0
2014.0-11.0-9.0-3101.0|2120.0,SpreadSIA,
2014.0-11.0-9.0-2201.0|2658.0,SpreadSIA,
2014.0-11.0-9.0-12.0|38.0,SpreadSIA,-19.0
2014.0-11.0-9.0-99.0|333.0,SpreadSIA,6.5
2014.0-11.0-9.0-11.0|2570.0,SpreadSIA,
2014.0-11.0-9.0-2094.0|2475.0,SpreadSIA,
2014.0-11.0-9.0-254.0|2483.0,SpreadSIA,9.5
2014.0-11.0-9.0-29.0|411.0,SpreadSIA,
2014.0-11.0-9.0-278.0|23.0,SpreadSIA,1.0
2014.0-11.0-12.0-2084.0|2006.0,SpreadSIA,3.5
2014.0-11.0-12.0-2459.0|2649.0,SpreadSIA,-3.5
2014.0-11.0-13.0-189.0|2309.0,SpreadSIA,-14.5
2014.0-11.0-13.0-113.0|2050.0,SpreadSIA,-3.5
2014.0-11.0-14.0-2132.0|151.0,SpreadSIA,1.5
2014.0-11.0-14.0-2695.0|2453.0,SpreadSIA,
2014.0-11.0-14.0-2261.0|2065.0,SpreadSIA,
2014.0-11.0-14.0-2636.0|2572.0,SpreadSIA,-7.5
2014.0-11.0-14.0-30.0|25.0,SpreadSIA,-14.0
2014.0-11.0-15.0-2221.0|2354.0,SpreadSIA,
2014.0-11.0-15.0-2909.0|2843.0,SpreadSIA,
2014.0-11.0-15.0-2442.0|2827.0,SpreadSIA,
2014.0-11.0-15.0-2116.0|202.0,SpreadSIA,-19.0
2014.0-11.0-15.0-2560.0|2698.0,SpreadSIA,
2014.0-11.0-15.0-2972.0|114.0,SpreadSIA,
2014.0-11.0-15.0-367.0|2188.0,SpreadSIA,
2014.0-11.0-15.0-356.0|2294.0,SpreadSIA,5.5
2014.0-11.0-15.0-481.0|2280.0,SpreadSIA,
2014.0-11.0-15.0-2896.0|2970.0,SpreadSIA,
2014.0-11.0-15.0-98.0|349.0,SpreadSIA,-8.0
2014.0-11.0-15.0-2969.0|471.0,SpreadSIA,
2014.0-11.0-15.0-159.0|225.0,SpreadSIA,
2014.0-11.0-15.0-2383.0|2779.0,SpreadSIA,
2014.0-11.0-15.0-231.0|2747.0,SpreadSIA,
2014.0-11.0-15.0-2429.0|2846.0,SpreadSIA,
2014.0-11.0-15.0-57.0|2579.0,SpreadSIA,-6.5
2014.0-11.0-15.0-2528.0|237.0,SpreadSIA,
2014.0-11.0-15.0-2967.0|402.0,SpreadSIA,
2014.0-11.0-15.0-59.0|228.0,SpreadSIA,2.0
2014.0-11.0-15.0-479.0|15.0,SpreadSIA,
2014.0-11.0-15.0-2523.0|2598.0,SpreadSIA,
2014.0-11.0-15.0-398.0|247.0,SpreadSIA,
2014.0-11.0-15.0-2776.0|452.0,SpreadSIA,
2014.0-11.0-15.0-2782.0|175.0,SpreadSIA,
2014.0-11.0-15.0-2102.0|143.0,SpreadSIA,
2014.0-11.0-15.0-2529.0|2803.0,SpreadSIA,
2014.0-11.0-15.0-2749.0|81.0,SpreadSIA,
2014.0-11.0-15.0-417.0|2951.0,SpreadSIA,
2014.0-11.0-15.0-135.0|194.0,SpreadSIA,13.0
2014.0-11.0-15.0-2205.0|210.0,SpreadSIA,
2014.0-11.0-15.0-611.0|2129.0,SpreadSIA,
2014.0-11.0-15.0-150.0|259.0,SpreadSIA,-3.5
2014.0-11.0-15.0-2974.0|2148.0,SpreadSIA,
2014.0-11.0-15.0-2241.0|2506.0,SpreadSIA,
2014.0-11.0-15.0-323.0|2422.0,SpreadSIA,
2014.0-11.0-15.0-2385.0|2559.0,SpreadSIA,
2014.0-11.0-15.0-2963.0|80.0,SpreadSIA,
2014.0-11.0-15.0-587.0|2699.0,SpreadSIA,
2014.0-11.0-15.0-213.0|218.0,SpreadSIA,-11.0
2014.0-11.0-15.0-18.0|110.0,SpreadSIA,
2014.0-11.0-15.0-131.0|2273.0,SpreadSIA,
2014.0-11.0-15.0-118.0|2700.0,SpreadSIA,
2014.0-11.0-15.0-2134.0|2315.0,SpreadSIA,
2014.0-11.0-15.0-2682.0|2222.0,SpreadSIA,
2014.0-11.0-15.0-2086.0|2168.0,SpreadSIA,
2014.0-11.0-15.0-2681.0|2184.0,SpreadSIA,
2014.0-11.0-15.0-174.0|184.0,SpreadSIA,
2014.0-11.0-15.0-2331.0|2107.0,SpreadSIA,
2014.0-11.0-15.0-257.0|256.0,SpreadSIA,
2014.0-11.0-15.0-171.0|172.0,SpreadSIA,
2014.0-11.0-15.0-153.0|221.0,SpreadSIA,-2.5
2014.0-11.0-15.0-43.0|163.0,SpreadSIA,
2014.0-11.0-15.0-215.0|2071.0,SpreadSIA,
2014.0-11.0-15.0-2738.0|2740.0,SpreadSIA,
2014.0-11.0-15.0-2738.0|2740.0,SpreadSIA,
2014.0-11.0-15.0-2738.0|2740.0,SpreadSIA,
2014.0-11.0-15.0-2329.0|2142.0,SpreadSIA,
2014.0-11.0-15.0-107.0|2083.0,SpreadSIA,
2014.0-11.0-15.0-173.0|390.0,SpreadSIA,
2014.0-11.0-15.0-2871.0|2818.0,SpreadSIA,
2014.0-11.0-15.0-2781.0|2085.0,SpreadSIA,
2014.0-11.0-15.0-2151.0|2524.0,SpreadSIA,
2014.0-11.0-15.0-2248.0|2234.0,SpreadSIA,
2014.0-11.0-15.0-2790.0|2044.0,SpreadSIA,
2014.0-11.0-15.0-354.0|2800.0,SpreadSIA,
2014.0-11.0-15.0-2822.0|2444.0,SpreadSIA,
2014.0-11.0-15.0-2812.0|126.0,SpreadSIA,
2014.0-11.0-15.0-2651.0|2003.0,SpreadSIA,
2014.0-11.0-15.0-2291.0|223.0,SpreadSIA,
2014.0-11.0-15.0-2018.0|2746.0,SpreadSIA,
2014.0-11.0-15.0-294.0|2097.0,SpreadSIA,
2014.0-11.0-15.0-2105.0|351.0,SpreadSIA,
2014.0-11.0-15.0-2392.0|437.0,SpreadSIA,
2014.0-11.0-15.0-317.0|424.0,SpreadSIA,
2014.0-11.0-15.0-2688.0|2828.0,SpreadSIA,
2014.0-11.0-15.0-2725.0|2808.0,SpreadSIA,
2014.0-11.0-15.0-2146.0|2001.0,SpreadSIA,
2014.0-11.0-15.0-2249.0|2707.0,SpreadSIA,
2014.0-11.0-15.0-2851.0|3066.0,SpreadSIA,
2014.0-11.0-15.0-2047.0|2256.0,SpreadSIA,
2014.0-11.0-15.0-2108.0|2079.0,SpreadSIA,
2014.0-11.0-15.0-2702.0|2884.0,SpreadSIA,
2014.0-11.0-15.0-297.0|2516.0,SpreadSIA,
2014.0-11.0-15.0-2128.0|2666.0,SpreadSIA,
2014.0-11.0-15.0-2894.0|2844.0,SpreadSIA,
2014.0-11.0-15.0-2667.0|2175.0,SpreadSIA,
2014.0-11.0-15.0-2062.0|2614.0,SpreadSIA,
2014.0-11.0-15.0-2117.0|193.0,SpreadSIA,-18.0
2014.0-11.0-15.0-2886.0|556.0,SpreadSIA,
2014.0-11.0-15.0-548.0|366.0,SpreadSIA,
2014.0-11.0-15.0-2619.0|227.0,SpreadSIA,
2014.0-11.0-15.0-2601.0|2654.0,SpreadSIA,
2014.0-11.0-15.0-2198.0|93.0,SpreadSIA,
2014.0-11.0-15.0-216.0|246.0,SpreadSIA,
2014.0-11.0-15.0-2230.0|46.0,SpreadSIA,
2014.0-11.0-15.0-40.0|274.0,SpreadSIA,
2014.0-11.0-15.0-155.0|2464.0,SpreadSIA,
2014.0-11.0-15.0-2643.0|2535.0,SpreadSIA,
2014.0-11.0-15.0-365.0|374.0,SpreadSIA,
2014.0-11.0-15.0-128.0|2224.0,SpreadSIA,
2014.0-11.0-15.0-2913.0|3211.0,SpreadSIA,
2014.0-11.0-15.0-2415.0|2569.0,SpreadSIA,
2014.0-11.0-15.0-2115.0|47.0,SpreadSIA,
2014.0-11.0-15.0-2369.0|2839.0,SpreadSIA,
2014.0-11.0-15.0-286.0|2938.0,SpreadSIA,
2014.0-11.0-15.0-2274.0|391.0,SpreadSIA,
2014.0-11.0-15.0-129.0|125.0,SpreadSIA,
2014.0-11.0-15.0-2242.0|2849.0,SpreadSIA,
2014.0-11.0-15.0-219.0|108.0,SpreadSIA,
2014.0-11.0-15.0-2842.0|2986.0,SpreadSIA,
2014.0-11.0-15.0-3178.0|3111.0,SpreadSIA,
2014.0-11.0-15.0-160.0|48.0,SpreadSIA,
2014.0-11.0-15.0-2413.0|56.0,SpreadSIA,
2014.0-11.0-15.0-65.0|268.0,SpreadSIA,
2014.0-11.0-15.0-2336.0|2882.0,SpreadSIA,
2014.0-11.0-15.0-352.0|2171.0,SpreadSIA,
2014.0-11.0-15.0-388.0|2015.0,SpreadSIA,
2014.0-11.0-15.0-341.0|2532.0,SpreadSIA,
2014.0-11.0-15.0-291.0|2373.0,SpreadSIA,
2014.0-11.0-15.0-2368.0|2166.0,SpreadSIA,
2014.0-11.0-15.0-2213.0|2258.0,SpreadSIA,
2014.0-11.0-15.0-2858.0|209.0,SpreadSIA,
2014.0-11.0-15.0-2161.0|2017.0,SpreadSIA,
2014.0-11.0-15.0-2980.0|2748.0,SpreadSIA,
2014.0-11.0-15.0-2467.0|293.0,SpreadSIA,
2014.0-11.0-15.0-2141.0|63.0,SpreadSIA,
2014.0-11.0-15.0-89.0|83.0,SpreadSIA,
2014.0-11.0-15.0-2845.0|2686.0,SpreadSIA,
2014.0-11.0-15.0-2023.0|2362.0,SpreadSIA,
2014.0-11.0-15.0-191.0|188.0,SpreadSIA,
2014.0-11.0-15.0-86.0|2189.0,SpreadSIA,
2014.0-11.0-15.0-359.0|427.0,SpreadSIA,
2014.0-11.0-15.0-2733.0|332.0,SpreadSIA,
2014.0-11.0-15.0-146.0|2644.0,SpreadSIA,
2014.0-11.0-15.0-2233.0|2262.0,SpreadSIA,
2014.0-11.0-15.0-2074.0|190.0,SpreadSIA,
2014.0-11.0-15.0-426.0|2302.0,SpreadSIA,
2014.0-11.0-15.0-2838.0|2477.0,SpreadSIA,
2014.0-11.0-15.0-2736.0|330.0,SpreadSIA,
2014.0-11.0-15.0-2834.0|2758.0,SpreadSIA,
2014.0-11.0-15.0-2587.0|2043.0,SpreadSIA,
2014.0-11.0-15.0-262.0|2891.0,SpreadSIA,
2014.0-11.0-15.0-2403.0|137.0,SpreadSIA,
2014.0-11.0-15.0-2741.0|409.0,SpreadSIA,
2014.0-11.0-15.0-255.0|266.0,SpreadSIA,
2014.0-11.0-15.0-2743.0|2744.0,SpreadSIA,
2014.0-11.0-15.0-2743.0|2744.0,SpreadSIA,
2014.0-11.0-15.0-2743.0|2744.0,SpreadSIA,
2014.0-11.0-15.0-133.0|2600.0,SpreadSIA,
2014.0-11.0-15.0-2438.0|2214.0,SpreadSIA,
2014.0-11.0-15.0-2723.0|2745.0,SpreadSIA,
2014.0-11.0-15.0-16111.0|6353.0,SpreadSIA,
2014.0-11.0-15.0-2106.0|396.0,SpreadSIA,
2014.0-11.0-15.0-2395.0|2627.0,SpreadSIA,
2014.0-11.0-15.0-2155.0|2832.0,SpreadSIA,
2014.0-11.0-15.0-2546.0|2046.0,SpreadSIA,
2014.0-11.0-15.0-72.0|3071.0,SpreadSIA,
2014.0-11.0-15.0-2639.0|2588.0,SpreadSIA,
2014.0-11.0-15.0-2005.0|2440.0,SpreadSIA,-3.0
2014.0-11.0-15.0-2594.0|559.0,SpreadSIA,
2014.0-11.0-15.0-3.0|2121.0,SpreadSIA,
2014.0-11.0-15.0-2402.0|2876.0,SpreadSIA,
2014.0-11.0-15.0-132.0|425.0,SpreadSIA,
2014.0-11.0-15.0-2711.0|2199.0,SpreadSIA,
2014.0-11.0-15.0-2237.0|2123.0,SpreadSIA,
2014.0-11.0-15.0-2717.0|2678.0,SpreadSIA,
2014.0-11.0-15.0-138.0|2687.0,SpreadSIA,
2014.0-11.0-15.0-2194.0|2371.0,SpreadSIA,
2014.0-11.0-15.0-196.0|2815.0,SpreadSIA,
2014.0-11.0-15.0-2685.0|263.0,SpreadSIA,
2014.0-11.0-15.0-2169.0|50.0,SpreadSIA,
2014.0-11.0-15.0-2286.0|2359.0,SpreadSIA,
2014.0-11.0-15.0-2825.0|2816.0,SpreadSIA,
2014.0-11.0-15.0-2703.0|2069.0,SpreadSIA,
2014.0-11.0-15.0-2042.0|74.0,SpreadSIA,
2014.0-11.0-15.0-2010.0|2504.0,SpreadSIA,
2014.0-11.0-15.0-2754.0|282.0,SpreadSIA,
2014.0-11.0-15.0-2802.0|124.0,SpreadSIA,
2014.0-11.0-15.0-2564.0|67.0,SpreadSIA,
2014.0-11.0-15.0-2347.0|2810.0,SpreadSIA,
2014.0-11.0-15.0-2201.0|2704.0,SpreadSIA,
2014.0-11.0-15.0-2817.0|2772.0,SpreadSIA,
2014.0-11.0-15.0-386.0|2045.0,SpreadSIA,
2014.0-11.0-15.0-2542.0|2448.0,SpreadSIA,
2014.0-11.0-15.0-2553.0|418.0,SpreadSIA,
2014.0-11.0-15.0-233.0|2287.0,SpreadSIA,
2014.0-11.0-15.0-2398.0|2519.0,SpreadSIA,
2014.0-11.0-15.0-162.0|2101.0,SpreadSIA,
2014.0-11.0-15.0-2450.0|2428.0,SpreadSIA,
2014.0-11.0-15.0-2364.0|389.0,SpreadSIA,
2014.0-11.0-15.0-2382.0|2683.0,SpreadSIA,
2014.0-11.0-15.0-2919.0|32.0,SpreadSIA,
2014.0-11.0-15.0-306.0|75.0,SpreadSIA,
2014.0-11.0-15.0-2900.0|2968.0,SpreadSIA,
2014.0-11.0-15.0-568.0|134.0,SpreadSIA,
2014.0-11.0-15.0-200.0|2586.0,SpreadSIA,
2014.0-11.0-15.0-276.0|242.0,SpreadSIA,-21.0
2014.0-11.0-15.0-2635.0|236.0,SpreadSIA,
2014.0-11.0-15.0-2118.0|2231.0,SpreadSIA,
2014.0-11.0-15.0-2755.0|2011.0,SpreadSIA,
2014.0-11.0-15.0-2122.0|90.0,SpreadSIA,
2014.0-11.0-15.0-2623.0|2449.0,SpreadSIA,
2014.0-11.0-15.0-119.0|2729.0,SpreadSIA,
2014.0-11.0-15.0-152.0|154.0,SpreadSIA,-16.0
2014.0-11.0-15.0-613.0|2848.0,SpreadSIA,
2014.0-11.0-15.0-2927.0|2823.0,SpreadSIA,
2014.0-11.0-15.0-2264.0|2033.0,SpreadSIA,
2014.0-11.0-15.0-2964.0|49.0,SpreadSIA,
2014.0-11.0-15.0-324.0|2405.0,SpreadSIA,
2014.0-11.0-15.0-272.0|271.0,SpreadSIA,
2014.0-11.0-15.0-272.0|271.0,SpreadSIA,
2014.0-11.0-15.0-272.0|271.0,SpreadSIA,
2014.0-11.0-15.0-2305.0|2628.0,SpreadSIA,
2014.0-11.0-15.0-2571.0|2710.0,SpreadSIA,
2014.0-11.0-15.0-79.0|2460.0,SpreadSIA,
2014.0-11.0-15.0-2692.0|2458.0,SpreadSIA,
2014.0-11.0-15.0-2191.0|199.0,SpreadSIA,
2014.0-11.0-15.0-2032.0|2026.0,SpreadSIA,-15.5
2014.0-11.0-15.0-2210.0|311.0,SpreadSIA,
2014.0-11.0-15.0-253.0|149.0,SpreadSIA,
2014.0-11.0-15.0-87.0|77.0,SpreadSIA,-17.5
2014.0-11.0-15.0-275.0|158.0,SpreadSIA,-5.0
2014.0-11.0-15.0-2655.0|235.0,SpreadSIA,7.5
2014.0-11.0-15.0-2641.0|201.0,SpreadSIA,14.0
2014.0-11.0-15.0-2426.0|290.0,SpreadSIA,-3.0
2014.0-11.0-15.0-2335.0|2127.0,SpreadSIA,
2014.0-11.0-15.0-12.0|264.0,SpreadSIA,-8.0
2014.0-11.0-15.0-333.0|344.0,SpreadSIA,-9.0
2014.0-11.0-15.0-2229.0|2393.0,SpreadSIA,5.0
2014.0-11.0-15.0-164.0|84.0,SpreadSIA,-8.5
2014.0-11.0-15.0-147.0|304.0,SpreadSIA,
2014.0-11.0-15.0-2094.0|2318.0,SpreadSIA,
2014.0-11.0-15.0-29.0|2475.0,SpreadSIA,
2014.0-11.0-15.0-11.0|2714.0,SpreadSIA,
2014.0-11.0-15.0-2617.0|2000.0,SpreadSIA,
2014.0-11.0-15.0-301.0|2674.0,SpreadSIA,
2014.0-11.0-15.0-2486.0|415.0,SpreadSIA,
2014.0-11.0-15.0-203.0|205.0,SpreadSIA,
2014.0-11.0-15.0-328.0|167.0,SpreadSIA,-20.0
2014.0-11.0-15.0-2545.0|2377.0,SpreadSIA,
2014.0-11.0-15.0-2829.0|2120.0,SpreadSIA,
2014.0-11.0-15.0-2292.0|2911.0,SpreadSIA,
2014.0-11.0-15.0-2633.0|96.0,SpreadSIA,-11.0
2014.0-11.0-15.0-2278.0|3101.0,SpreadSIA,
2014.0-11.0-15.0-2850.0|411.0,SpreadSIA,
2014.0-11.0-15.0-2923.0|17.0,SpreadSIA,
2014.0-11.0-15.0-2570.0|2424.0,SpreadSIA,
2014.0-11.0-15.0-55.0|2197.0,SpreadSIA,
2014.0-11.0-15.0-2277.0|2534.0,SpreadSIA,
2014.0-11.0-15.0-2271.0|2888.0,SpreadSIA,
2014.0-11.0-15.0-2028.0|2568.0,SpreadSIA,
2014.0-11.0-15.0-23.0|62.0,SpreadSIA,-10.0
2014.0-11.0-15.0-2930.0|2508.0,SpreadSIA,
2014.0-11.0-15.0-70.0|2653.0,SpreadSIA,-5.5
2014.0-11.0-15.0-2016.0|2029.0,SpreadSIA,
2014.0-11.0-15.0-2170.0|2401.0,SpreadSIA,
2014.0-11.0-15.0-2837.0|2025.0,SpreadSIA,
2014.0-11.0-15.0-16.0|2502.0,SpreadSIA,
2014.0-11.0-15.0-2757.0|267.0,SpreadSIA,
2014.0-11.0-15.0-109.0|2557.0,SpreadSIA,
2014.0-11.0-15.0-24.0|254.0,SpreadSIA,-10.0
2014.0-11.0-15.0-53.0|2673.0,SpreadSIA,
2014.0-11.0-15.0-2640.0|2296.0,SpreadSIA,
2014.0-11.0-16.0-2320.0|2916.0,SpreadSIA,
2014.0-11.0-16.0-2582.0|2400.0,SpreadSIA,
2014.0-11.0-16.0-2466.0|2447.0,SpreadSIA,
2014.0-11.0-16.0-2433.0|309.0,SpreadSIA,6.5
2014.0-11.0-16.0-222.0|399.0,SpreadSIA,
2014.0-11.0-16.0-252.0|2439.0,SpreadSIA,-26.0
2014.0-11.0-16.0-2049.0|2381.0,SpreadSIA,
2014.0-11.0-16.0-61.0|2.0,SpreadSIA,-2.5
2014.0-11.0-16.0-245.0|142.0,SpreadSIA,-3.5
2014.0-11.0-16.0-197.0|251.0,SpreadSIA,2.0
2014.0-11.0-16.0-6.0|326.0,SpreadSIA,-5.5
2014.0-11.0-16.0-2390.0|52.0,SpreadSIA,3.0
2014.0-11.0-16.0-8.0|99.0,SpreadSIA,-1.5
2014.0-11.0-16.0-2013.0|2657.0,SpreadSIA,
2014.0-11.0-16.0-120.0|127.0,SpreadSIA,11.0
2014.0-11.0-16.0-241.0|2658.0,SpreadSIA,
2014.0-11.0-16.0-2567.0|58.0,SpreadSIA,9.5
2014.0-11.0-16.0-13.0|302.0,SpreadSIA,
2014.0-11.0-16.0-2638.0|249.0,SpreadSIA,-6.5
2014.0-11.0-16.0-68.0|21.0,SpreadSIA,-14.0
2014.0-11.0-16.0-204.0|9.0,SpreadSIA,7.5
2014.0-11.0-19.0-2006.0|113.0,SpreadSIA,-8.0
2014.0-11.0-19.0-195.0|2459.0,SpreadSIA,1.0
2014.0-11.0-20.0-2649.0|189.0,SpreadSIA,-7.0
2014.0-11.0-21.0-2447.0|2545.0,SpreadSIA,
2014.0-11.0-21.0-277.0|2306.0,SpreadSIA,-2.5
2014.0-11.0-21.0-150.0|153.0,SpreadSIA,-5.0
2014.0-11.0-21.0-326.0|2032.0,SpreadSIA,6.5
2014.0-11.0-22.0-242.0|2638.0,SpreadSIA,-7.5
2014.0-11.0-22.0-21.0|2005.0,SpreadSIA,-6.0
2014.0-11.0-22.0-328.0|23.0,SpreadSIA,-14.5
2014.0-11.0-22.0-2502.0|331.0,SpreadSIA,
2014.0-11.0-22.0-2598.0|2115.0,SpreadSIA,
2014.0-11.0-22.0-48.0|222.0,SpreadSIA,
2014.0-11.0-22.0-2725.0|2422.0,SpreadSIA,
2014.0-11.0-22.0-174.0|175.0,SpreadSIA,
2014.0-11.0-22.0-2392.0|2025.0,SpreadSIA,
2014.0-11.0-22.0-2429.0|2413.0,SpreadSIA,
2014.0-11.0-22.0-2579.0|6.0,SpreadSIA,
2014.0-11.0-22.0-194.0|84.0,SpreadSIA,
